time	11Hz	32Hz	54Hz	75Hz	97Hz	118Hz	140Hz	161Hz	183Hz	205Hz	226Hz	248Hz	269Hz	291Hz	312Hz	334Hz	366Hz	409Hz	452Hz	495Hz	538Hz	581Hz	624Hz	668Hz	732Hz	818Hz	904Hz	991Hz	1077Hz	1163Hz	1249Hz	1335Hz	1464Hz	1637Hz	1809Hz	1981Hz	2153Hz	2326Hz	2498Hz	2670Hz	2929Hz	3273Hz	3618Hz	3962Hz	4307Hz	4651Hz	4996Hz	5340Hz	5857Hz	6546Hz	7235Hz	7924Hz	8613Hz	9302Hz	9991Hz	10680Hz	11714Hz	13092Hz	14470Hz	15848Hz	17227Hz	18605Hz	19983Hz	21361Hz
1.927	1.777	3.375	4.422	4.480	3.931	4.138	4.255	3.647	3.316	3.397	3.754	4.066	3.621	3.367	3.605	3.197	3.575	3.265	2.547	2.412	2.522	2.559	2.363	2.662	2.392	2.168	2.060	1.696	1.287	1.267	1.151	1.187	1.322	1.140	0.958	0.718	0.711	0.853	0.956	1.076	0.779	0.717	0.452	0.239	0.344	0.418	0.195	0.270	0.216	0.191	0.145	0.120	0.137	0.096	0.106	0.148	0.090	0.116	0.055	0.020	0.006	0.000	0.000	0.000
1.938	1.490	3.350	4.517	4.660	4.031	3.930	4.148	3.647	3.222	3.704	3.901	3.727	3.369	3.039	2.894	3.115	3.614	3.244	3.069	2.974	3.168	3.286	3.141	3.195	3.073	2.897	2.725	2.576	1.745	1.419	1.572	1.427	1.711	1.777	1.604	1.039	1.136	1.321	1.414	1.562	1.349	1.272	0.683	0.604	0.720	0.973	0.454	0.462	0.634	0.584	0.514	0.546	0.673	0.406	0.440	0.512	0.267	0.319	0.219	0.061	0.010	0.000	0.000	0.000
1.950	1.533	3.559	4.462	4.708	4.684	4.791	4.862	4.584	4.194	3.707	2.883	2.954	3.020	2.803	2.913	2.768	2.952	3.202	2.671	2.529	2.710	2.844	2.770	2.632	2.423	2.384	2.155	2.214	1.664	1.066	1.052	1.183	1.296	1.400	1.334	1.182	0.902	1.062	1.191	1.130	1.102	1.165	0.717	0.824	0.873	1.032	0.726	0.627	0.880	1.183	1.068	1.081	1.083	0.976	0.618	0.733	0.347	0.396	0.317	0.149	0.024	0.001	0.000	0.000
1.962	1.183	3.726	4.618	4.702	5.005	5.227	4.833	4.181	3.943	3.541	2.813	2.932	2.835	2.201	2.350	2.871	2.831	2.905	2.000	2.054	2.450	2.427	2.022	1.846	1.214	0.889	1.055	1.255	1.484	0.770	0.369	0.442	0.391	0.589	0.702	0.934	0.725	0.653	0.779	0.657	0.639	0.705	0.666	0.745	0.702	0.733	0.712	0.543	0.946	1.317	1.150	1.092	1.073	1.032	0.553	0.660	0.367	0.369	0.249	0.156	0.033	0.001	0.000	0.000
1.973	1.832	3.712	4.934	5.319	4.981	4.559	4.243	3.049	2.927	3.300	3.125	2.969	2.518	2.196	2.535	2.402	2.886	3.041	1.531	1.458	2.041	1.788	1.492	1.567	1.258	1.116	0.836	0.922	1.176	0.328	0.381	0.562	0.476	0.545	0.392	0.519	0.437	0.500	0.489	0.419	0.474	0.452	0.461	0.487	0.705	0.577	0.425	0.347	0.613	0.717	0.603	0.536	0.666	0.497	0.336	0.467	0.240	0.263	0.113	0.083	0.027	0.001	0.000	0.000
1.985	2.733	4.024	5.106	5.279	4.579	4.006	3.976	3.211	2.894	2.960	2.693	2.913	2.590	1.931	1.996	2.037	2.872	3.023	1.773	2.031	1.787	1.405	1.207	1.579	1.309	1.424	0.693	0.906	0.962	0.167	0.316	0.582	0.461	0.529	0.318	0.455	0.315	0.214	0.248	0.318	0.366	0.185	0.210	0.235	0.643	0.402	0.217	0.285	0.175	0.208	0.151	0.131	0.346	0.110	0.111	0.353	0.076	0.177	0.047	0.026	0.009	0.001	0.000	0.000
1.996	3.018	4.607	5.313	5.127	4.069	3.840	4.041	3.329	3.085	3.181	2.669	2.654	2.696	2.217	2.125	2.027	2.577	2.867	1.723	2.247	1.816	1.072	1.176	1.490	1.167	1.465	0.520	1.108	0.684	0.404	0.314	0.648	0.284	0.514	0.245	0.408	0.287	0.201	0.195	0.191	0.248	0.176	0.237	0.136	0.452	0.292	0.154	0.293	0.140	0.169	0.155	0.171	0.357	0.159	0.126	0.322	0.068	0.167	0.054	0.034	0.001	0.000	0.000	0.000
2.008	3.212	4.751	5.269	4.909	3.970	3.996	4.006	3.260	3.071	3.238	2.818	2.647	2.526	2.363	2.294	2.221	2.718	2.763	1.016	1.816	1.614	1.496	1.265	1.107	1.305	1.276	0.495	1.221	0.640	0.441	0.339	0.624	0.325	0.414	0.203	0.271	0.192	0.200	0.201	0.267	0.190	0.149	0.172	0.103	0.350	0.257	0.101	0.241	0.114	0.156	0.127	0.127	0.352	0.122	0.105	0.305	0.056	0.157	0.045	0.029	0.003	0.000	0.000	0.000
2.020	3.384	4.557	4.802	4.509	3.875	3.819	3.946	3.232	3.036	3.102	2.619	2.442	2.142	1.715	1.556	1.416	2.939	2.812	1.119	1.628	1.771	1.599	1.413	1.301	0.959	0.802	0.571	1.277	0.795	0.367	0.377	0.647	0.355	0.292	0.161	0.267	0.186	0.173	0.248	0.241	0.145	0.162	0.134	0.102	0.250	0.227	0.096	0.182	0.098	0.100	0.077	0.052	0.345	0.057	0.071	0.302	0.043	0.135	0.032	0.014	0.003	0.000	0.000	0.000
2.031	3.629	4.558	4.503	4.225	4.034	3.915	3.876	3.126	2.865	3.000	2.706	2.474	2.011	1.806	1.887	2.178	2.801	2.564	1.236	1.707	1.931	1.779	1.445	1.036	0.877	0.734	0.423	0.798	0.703	0.314	0.461	0.557	0.328	0.363	0.147	0.321	0.170	0.137	0.201	0.117	0.138	0.134	0.117	0.086	0.177	0.134	0.125	0.160	0.076	0.068	0.067	0.050	0.313	0.041	0.058	0.266	0.039	0.123	0.035	0.009	0.002	0.000	0.000	0.000
2.043	3.743	4.940	5.258	4.838	3.819	3.691	3.779	3.001	2.716	2.878	2.704	2.761	2.531	1.790	1.438	1.793	2.157	2.094	1.162	1.646	1.728	1.507	1.401	0.956	0.946	0.933	0.316	0.752	0.721	0.157	0.277	0.396	0.252	0.377	0.165	0.302	0.133	0.101	0.158	0.096	0.112	0.105	0.065	0.072	0.152	0.095	0.116	0.172	0.091	0.063	0.066	0.059	0.269	0.033	0.045	0.200	0.040	0.108	0.033	0.007	0.001	0.000	0.000	0.000
2.054	3.663	4.956	5.335	4.922	3.868	3.698	3.684	2.917	2.662	2.568	2.622	3.058	2.642	1.695	1.660	1.907	2.483	2.158	1.355	1.894	1.836	1.381	1.067	0.919	0.929	0.858	0.265	0.572	0.333	0.252	0.273	0.434	0.251	0.209	0.240	0.339	0.171	0.175	0.150	0.072	0.087	0.069	0.044	0.063	0.158	0.090	0.094	0.152	0.107	0.085	0.077	0.051	0.224	0.042	0.046	0.163	0.034	0.105	0.030	0.006	0.000	0.000	0.000	0.000
2.066	3.603	4.443	4.800	4.729	3.906	3.499	3.726	2.922	2.355	2.825	3.021	3.157	2.647	1.644	1.901	1.950	2.173	1.907	0.944	1.376	1.423	1.190	0.931	0.666	0.680	0.530	0.366	0.643	0.339	0.360	0.301	0.306	0.314	0.155	0.219	0.236	0.165	0.189	0.182	0.051	0.068	0.058	0.047	0.055	0.135	0.088	0.084	0.147	0.101	0.094	0.070	0.054	0.196	0.036	0.045	0.118	0.038	0.102	0.030	0.008	0.000	0.000	0.000	0.000
2.078	3.657	4.256	4.589	4.632	3.946	3.605	3.713	3.028	2.657	2.643	2.789	3.224	2.848	2.057	1.843	1.421	2.022	1.653	0.718	1.029	1.468	1.215	1.393	1.077	0.638	0.488	0.493	0.787	0.211	0.262	0.247	0.454	0.265	0.240	0.171	0.378	0.180	0.136	0.179	0.080	0.064	0.048	0.053	0.054	0.127	0.068	0.076	0.180	0.094	0.077	0.072	0.056	0.170	0.036	0.046	0.099	0.040	0.093	0.026	0.010	0.000	0.000	0.000	0.000
2.089	3.592	4.703	5.047	4.764	3.849	3.564	3.687	2.952	2.494	2.826	3.073	3.262	2.812	2.028	1.553	1.386	2.087	1.441	1.573	1.870	1.442	0.721	1.336	1.306	0.948	0.726	0.508	0.809	0.256	0.178	0.320	0.521	0.332	0.319	0.174	0.444	0.167	0.139	0.210	0.096	0.083	0.044	0.051	0.052	0.107	0.077	0.072	0.158	0.101	0.079	0.076	0.062	0.171	0.042	0.067	0.104	0.045	0.083	0.028	0.009	0.000	0.000	0.000	0.000
2.101	3.782	4.300	4.573	4.605	3.885	3.485	3.691	3.011	2.555	2.740	2.930	3.285	3.045	2.473	2.038	1.682	2.314	1.705	1.609	2.039	1.542	0.924	1.250	1.010	0.952	0.703	0.386	0.717	0.479	0.239	0.287	0.423	0.348	0.305	0.186	0.421	0.151	0.133	0.178	0.110	0.099	0.073	0.060	0.048	0.104	0.108	0.053	0.145	0.109	0.102	0.075	0.062	0.165	0.051	0.134	0.113	0.044	0.069	0.026	0.010	0.001	0.000	0.000	0.000
2.113	3.800	4.344	4.649	4.604	3.847	3.399	3.555	2.824	2.575	2.801	2.954	3.255	2.867	2.455	2.391	1.370	2.396	2.145	1.224	1.456	1.461	1.086	0.926	0.731	0.647	0.542	0.304	0.755	0.781	0.185	0.311	0.375	0.218	0.315	0.140	0.445	0.210	0.149	0.145	0.090	0.091	0.077	0.046	0.045	0.103	0.100	0.048	0.100	0.087	0.126	0.059	0.055	0.129	0.047	0.094	0.113	0.038	0.050	0.021	0.010	0.001	0.000	0.000	0.000
2.124	3.682	4.503	4.890	4.692	3.814	3.330	3.470	2.734	2.348	2.690	2.819	3.167	3.161	2.945	2.695	2.268	2.617	2.195	0.933	1.376	1.501	1.053	0.882	0.955	0.941	0.599	0.275	0.664	0.632	0.292	0.324	0.344	0.289	0.291	0.159	0.616	0.174	0.166	0.151	0.067	0.067	0.094	0.036	0.058	0.114	0.079	0.057	0.096	0.073	0.140	0.061	0.055	0.103	0.058	0.030	0.109	0.031	0.045	0.020	0.013	0.001	0.000	0.000	0.000
2.136	3.389	3.586	4.177	4.526	3.780	3.210	3.354	2.764	2.539	2.626	2.435	2.670	2.895	2.735	2.155	1.634	2.147	1.977	1.320	1.744	1.940	1.107	0.626	0.930	1.120	0.517	0.226	0.454	0.604	0.245	0.361	0.366	0.297	0.272	0.121	0.643	0.134	0.191	0.146	0.097	0.056	0.083	0.044	0.049	0.083	0.087	0.066	0.124	0.072	0.118	0.057	0.052	0.068	0.059	0.031	0.085	0.032	0.036	0.018	0.012	0.001	0.000	0.000	0.000
2.147	3.273	4.084	4.591	4.524	3.650	3.026	3.204	2.545	2.436	2.674	2.257	1.314	1.429	1.783	1.332	1.028	1.659	1.310	1.491	1.739	1.844	1.177	1.237	1.189	1.042	0.637	0.260	0.362	0.586	0.288	0.308	0.352	0.186	0.241	0.107	0.544	0.138	0.128	0.134	0.107	0.063	0.072	0.046	0.046	0.056	0.095	0.078	0.115	0.062	0.076	0.037	0.056	0.047	0.050	0.031	0.063	0.035	0.029	0.019	0.013	0.000	0.000	0.000	0.000
2.159	3.049	3.782	4.461	4.483	3.610	2.839	3.067	2.398	2.304	2.612	1.974	1.473	1.551	1.397	1.475	1.270	1.787	1.616	1.549	1.887	1.386	1.366	1.524	1.425	1.000	0.771	0.611	0.731	0.598	0.411	0.499	0.451	0.325	0.308	0.243	0.499	0.301	0.168	0.279	0.217	0.197	0.263	0.103	0.109	0.184	0.126	0.126	0.188	0.182	0.110	0.085	0.117	0.070	0.066	0.049	0.059	0.036	0.029	0.021	0.012	0.001	0.000	0.000	0.000
2.171	2.719	3.481	4.033	4.126	3.889	3.373	2.642	2.939	3.237	3.034	3.109	3.379	3.387	3.399	3.366	3.156	3.091	2.823	2.378	2.109	2.178	2.543	2.631	2.540	2.012	1.638	1.967	2.060	1.361	1.212	1.780	1.620	0.984	1.164	0.825	1.030	0.799	0.610	0.817	0.646	0.760	0.856	0.458	0.441	0.719	0.679	0.393	0.358	0.456	0.261	0.251	0.268	0.318	0.168	0.161	0.209	0.095	0.073	0.039	0.015	0.009	0.000	0.000	0.000
2.182	3.130	4.011	4.119	3.805	4.008	3.911	3.277	3.434	3.404	3.237	3.613	3.794	3.798	3.829	3.755	3.403	3.377	3.011	2.313	1.938	2.305	2.736	2.659	2.750	2.024	1.558	2.239	2.176	1.445	1.559	2.000	1.758	1.276	1.359	1.024	1.084	0.793	0.882	1.092	0.763	0.941	1.035	0.571	0.640	1.025	1.035	0.556	0.496	0.610	0.504	0.359	0.403	0.656	0.260	0.263	0.480	0.166	0.149	0.071	0.017	0.022	0.000	0.000	0.000
2.194	3.409	4.247	3.964	3.587	4.082	4.242	4.142	3.737	3.283	3.202	3.193	2.967	2.782	2.910	3.140	2.729	2.716	2.874	2.224	1.721	1.044	2.042	1.976	2.272	1.401	1.316	1.954	1.495	0.987	1.673	1.520	0.970	1.203	0.976	0.800	0.946	0.584	0.829	0.759	0.604	0.641	0.625	0.398	0.577	0.864	0.844	0.490	0.382	0.473	0.466	0.298	0.344	0.527	0.213	0.195	0.428	0.116	0.104	0.052	0.014	0.016	0.000	0.000	0.000
2.205	3.477	4.400	4.552	4.163	3.550	3.913	4.093	3.299	3.009	3.253	2.451	1.126	1.618	1.471	2.159	2.599	2.531	2.718	2.018	1.849	1.337	1.841	1.995	2.164	1.545	1.130	1.756	1.212	0.791	1.446	1.080	0.465	1.056	0.759	0.643	0.833	0.408	0.532	0.390	0.522	0.478	0.360	0.287	0.403	0.682	0.525	0.331	0.309	0.274	0.257	0.173	0.230	0.278	0.133	0.121	0.178	0.058	0.043	0.023	0.010	0.004	0.000	0.000	0.000
2.217	3.469	4.050	4.457	4.319	3.650	3.920	4.086	3.312	2.952	3.202	2.419	1.186	0.983	1.558	2.498	2.647	2.688	2.767	1.903	1.991	1.927	1.843	1.906	2.130	1.531	1.036	1.650	1.087	0.811	1.345	1.015	0.555	0.855	0.637	0.575	0.684	0.304	0.355	0.381	0.266	0.302	0.185	0.177	0.236	0.606	0.473	0.252	0.231	0.203	0.170	0.116	0.174	0.164	0.099	0.093	0.086	0.043	0.029	0.018	0.008	0.000	0.000	0.000	0.000
2.229	3.046	3.327	4.053	4.258	3.724	3.991	4.151	3.386	2.992	3.241	2.405	1.138	1.666	1.640	2.180	2.609	2.576	2.689	1.867	1.882	1.982	1.817	1.813	2.004	1.482	1.063	1.581	1.101	0.816	1.237	0.889	0.567	0.782	0.624	0.515	0.636	0.324	0.295	0.349	0.204	0.272	0.192	0.127	0.124	0.488	0.363	0.196	0.179	0.150	0.148	0.073	0.097	0.098	0.066	0.054	0.061	0.037	0.026	0.017	0.007	0.000	0.000	0.000	0.000
2.240	2.588	3.568	4.322	4.325	3.797	4.081	4.195	3.451	3.108	3.313	2.614	1.461	1.366	1.532	2.331	2.554	2.616	2.849	1.846	1.411	1.967	1.901	1.695	2.079	1.310	0.956	1.562	1.212	0.781	1.184	0.809	0.500	0.756	0.522	0.480	0.549	0.321	0.236	0.305	0.129	0.193	0.120	0.105	0.094	0.346	0.290	0.131	0.135	0.081	0.101	0.055	0.068	0.073	0.047	0.038	0.047	0.034	0.025	0.015	0.006	0.000	0.000	0.000	0.000
2.252	2.440	3.290	4.264	4.375	3.855	4.132	4.265	3.570	3.237	3.385	2.673	1.408	1.131	1.526	2.524	2.852	3.046	3.050	2.235	1.958	1.935	1.745	1.903	2.135	1.145	0.884	1.449	1.099	0.655	1.093	0.822	0.538	0.804	0.590	0.480	0.498	0.218	0.223	0.173	0.113	0.187	0.091	0.083	0.053	0.201	0.235	0.113	0.139	0.055	0.083	0.049	0.057	0.063	0.043	0.034	0.044	0.030	0.023	0.017	0.006	0.000	0.000	0.000	0.000
2.263	1.693	3.380	4.360	4.419	3.879	4.151	4.307	3.521	3.147	3.415	2.560	1.045	1.255	1.253	2.392	2.790	2.849	2.941	2.205	2.209	1.977	1.659	1.497	1.947	1.170	0.883	1.263	0.895	0.654	1.073	0.731	0.531	0.528	0.430	0.363	0.367	0.210	0.177	0.136	0.082	0.111	0.076	0.051	0.043	0.096	0.150	0.054	0.134	0.058	0.070	0.047	0.043	0.052	0.039	0.036	0.037	0.026	0.017	0.015	0.006	0.000	0.000	0.000	0.000
2.275	1.736	3.298	4.352	4.427	3.899	4.174	4.298	3.540	3.234	3.449	2.704	1.221	0.976	1.572	2.493	2.755	2.667	2.779	2.052	1.552	1.690	1.565	1.570	1.860	1.189	0.753	1.160	0.779	0.490	0.944	0.623	0.405	0.416	0.350	0.313	0.473	0.143	0.201	0.133	0.069	0.109	0.083	0.056	0.075	0.117	0.114	0.084	0.108	0.080	0.066	0.067	0.045	0.049	0.037	0.037	0.036	0.030	0.020	0.015	0.006	0.000	0.000	0.000	0.000
2.287	1.283	3.302	4.370	4.417	3.856	4.147	4.299	3.619	3.283	3.406	2.542	0.553	0.848	1.649	2.591	2.797	2.533	2.804	2.058	2.110	1.984	1.355	1.520	1.854	1.180	0.821	1.248	0.948	0.488	0.853	0.628	0.352	0.500	0.540	0.359	0.647	0.290	0.515	0.372	0.369	0.362	0.344	0.198	0.414	0.622	0.315	0.336	0.444	0.303	0.224	0.256	0.158	0.128	0.153	0.151	0.104	0.068	0.047	0.022	0.009	0.000	0.000	0.000	0.000
2.298	1.004	3.256	4.365	4.428	3.849	4.107	4.263	3.562	3.231	3.413	2.736	1.567	1.100	1.270	2.433	2.825	2.842	2.831	1.645	1.657	1.776	1.266	1.205	1.689	1.131	0.965	1.294	1.200	0.649	0.784	0.636	0.477	0.520	0.591	0.431	0.728	0.400	0.654	0.556	0.564	0.511	0.436	0.308	0.497	0.896	0.453	0.476	0.600	0.408	0.365	0.338	0.235	0.207	0.246	0.282	0.174	0.089	0.093	0.037	0.013	0.000	0.000	0.000	0.000
2.310	1.004	3.277	4.369	4.449	3.855	4.061	4.233	3.496	3.207	3.425	2.656	1.744	1.704	1.462	2.296	2.540	2.350	2.697	1.323	1.207	1.256	1.247	1.347	1.747	0.978	0.807	1.058	0.688	0.459	0.641	0.422	0.518	0.357	0.357	0.463	0.828	0.389	0.447	0.482	0.379	0.443	0.424	0.394	0.309	0.592	0.370	0.422	0.464	0.373	0.360	0.254	0.200	0.220	0.214	0.207	0.139	0.068	0.074	0.033	0.013	0.000	0.000	0.000	0.000
2.321	0.304	3.224	4.362	4.445	3.850	4.036	4.221	3.460	3.125	3.439	2.821	2.002	1.748	1.121	1.981	2.607	2.630	2.686	1.595	1.550	0.993	1.110	1.572	1.883	1.020	0.646	1.020	0.644	0.523	0.685	0.493	0.406	0.328	0.432	0.439	0.746	0.297	0.380	0.384	0.302	0.335	0.325	0.325	0.224	0.256	0.199	0.274	0.349	0.221	0.234	0.186	0.148	0.184	0.140	0.103	0.092	0.057	0.042	0.032	0.013	0.000	0.000	0.000	0.000
2.333	0.749	3.222	4.344	4.424	3.833	4.015	4.157	3.478	3.260	3.455	2.819	1.880	1.369	1.190	2.243	2.583	2.625	2.630	1.660	1.424	0.985	1.031	1.360	1.504	1.093	0.567	1.056	0.732	0.443	0.703	0.554	0.432	0.485	0.427	0.334	0.435	0.189	0.308	0.272	0.234	0.220	0.174	0.199	0.155	0.188	0.147	0.184	0.266	0.144	0.191	0.141	0.097	0.124	0.079	0.062	0.062	0.044	0.040	0.033	0.012	0.001	0.000	0.000	0.000
2.345	0.314	3.191	4.333	4.409	3.808	3.970	4.112	3.464	3.282	3.453	2.794	1.829	1.445	1.277	2.255	2.549	2.330	2.375	1.855	1.829	1.477	1.014	1.181	1.516	1.148	0.614	0.999	0.676	0.435	0.619	0.541	0.382	0.530	0.449	0.232	0.562	0.121	0.090	0.190	0.124	0.142	0.086	0.110	0.105	0.128	0.091	0.122	0.151	0.086	0.123	0.109	0.065	0.091	0.061	0.045	0.053	0.039	0.041	0.032	0.013	0.003	0.001	0.000	0.000
2.356	0.519	3.181	4.304	4.389	3.752	3.873	4.058	3.354	3.180	3.451	2.832	1.842	1.270	1.116	2.159	2.490	2.194	2.205	1.856	1.881	1.587	1.140	1.659	1.767	0.865	0.594	0.977	0.808	0.575	0.475	0.603	0.418	0.298	0.447	0.322	0.636	0.116	0.064	0.184	0.070	0.099	0.054	0.047	0.057	0.094	0.054	0.067	0.094	0.052	0.071	0.085	0.038	0.069	0.049	0.035	0.047	0.037	0.040	0.035	0.017	0.006	0.004	0.000	0.000
2.368	0.538	3.144	4.258	4.348	3.707	3.770	3.936	3.263	3.206	3.421	2.666	1.696	1.515	1.301	2.134	2.429	2.282	2.268	1.661	1.844	1.317	1.010	1.279	1.642	0.775	0.566	0.837	0.623	0.537	0.499	0.553	0.296	0.193	0.400	0.233	0.514	0.118	0.046	0.168	0.074	0.054	0.041	0.031	0.048	0.093	0.050	0.079	0.070	0.062	0.062	0.087	0.054	0.063	0.039	0.046	0.049	0.045	0.044	0.044	0.022	0.007	0.005	0.000	0.000
2.380	0.451	3.066	4.193	4.277	3.644	3.668	3.820	3.222	3.147	3.370	2.819	1.958	1.414	1.055	1.902	2.309	2.164	2.195	1.232	1.090	0.875	1.218	1.393	1.467	0.634	0.493	0.642	0.650	0.297	0.420	0.485	0.347	0.202	0.399	0.207	0.453	0.104	0.057	0.149	0.059	0.047	0.042	0.029	0.049	0.085	0.063	0.079	0.047	0.056	0.049	0.067	0.061	0.067	0.034	0.046	0.045	0.046	0.049	0.044	0.022	0.005	0.004	0.000	0.000
2.391	0.575	2.995	4.105	4.181	3.516	3.501	3.636	3.076	3.102	3.252	2.558	1.832	1.731	1.334	1.922	2.263	1.982	2.047	1.392	1.345	1.172	1.366	1.570	1.671	0.644	0.432	0.644	0.727	0.326	0.339	0.397	0.419	0.308	0.305	0.188	0.431	0.099	0.090	0.141	0.063	0.067	0.044	0.027	0.042	0.063	0.055	0.053	0.068	0.062	0.049	0.050	0.055	0.060	0.037	0.041	0.043	0.035	0.043	0.037	0.015	0.005	0.001	0.000	0.000
2.403	0.757	3.033	3.995	4.029	3.360	3.317	3.431	2.775	2.900	3.231	2.675	2.005	2.023	1.825	1.913	2.329	2.228	2.205	1.327	1.564	2.143	1.577	1.677	1.754	1.125	1.844	2.105	1.680	1.071	0.929	1.803	1.943	1.218	1.783	1.579	1.319	1.458	1.449	1.549	1.721	1.175	0.969	0.897	0.589	0.590	0.920	0.613	0.990	0.725	0.461	0.627	0.426	0.490	0.394	0.414	0.293	0.234	0.254	0.114	0.061	0.048	0.005	0.000	0.000
2.414	2.032	3.574	4.027	3.685	3.487	3.397	2.981	3.150	3.181	3.460	3.808	3.796	3.643	3.460	3.374	3.422	3.275	3.018	2.435	2.735	3.172	2.847	2.899	2.616	2.091	2.893	2.921	2.780	2.089	1.530	2.705	2.899	1.892	2.662	2.395	2.199	2.429	2.671	2.495	2.988	2.363	1.783	1.781	1.585	1.495	2.096	1.433	1.909	1.452	1.068	1.243	1.075	1.090	0.851	0.880	0.861	0.644	0.681	0.390	0.202	0.163	0.041	0.000	0.000
2.426	2.936	3.979	4.240	4.321	4.450	4.307	4.079	4.078	4.303	4.524	4.468	4.019	3.571	3.527	3.423	3.351	3.144	2.821	2.645	2.825	3.107	2.744	3.080	2.734	2.131	2.700	2.473	2.618	2.134	1.704	2.452	2.587	1.993	2.421	2.154	2.277	2.464	2.639	2.570	2.994	2.386	2.010	1.694	1.781	1.704	2.177	1.590	1.801	1.632	1.596	1.437	1.244	1.322	1.018	0.866	1.051	0.771	0.737	0.506	0.285	0.173	0.058	0.000	0.000
2.438	3.426	4.323	4.366	4.583	4.863	4.490	3.984	3.665	4.124	4.463	4.144	3.423	2.621	2.403	2.199	1.759	2.284	2.339	1.832	1.698	2.016	2.453	2.213	2.014	1.771	1.519	1.692	1.807	1.476	2.120	2.176	1.940	2.013	2.051	1.858	2.223	2.133	2.310	2.192	2.375	2.089	1.960	1.525	1.822	1.685	2.018	1.689	1.690	1.727	1.835	1.409	1.273	1.275	1.178	0.900	0.966	0.759	0.667	0.423	0.280	0.061	0.023	0.000	0.000
2.449	3.241	4.170	4.807	5.061	4.739	3.901	3.564	3.674	3.841	3.790	3.190	2.970	2.439	1.886	2.488	2.620	2.457	2.397	2.067	2.067	1.868	1.764	1.800	2.147	1.595	1.847	2.308	1.768	2.193	2.590	2.205	2.385	2.110	2.078	1.607	2.230	2.237	2.172	2.209	1.886	2.234	1.904	1.577	1.652	1.682	2.173	1.826	1.994	1.938	1.807	1.465	1.169	1.173	1.259	1.014	0.946	0.786	0.644	0.403	0.269	0.027	0.000	0.000	0.000
2.461	3.203	3.699	4.558	4.882	4.056	3.632	4.037	3.491	3.392	3.626	3.089	2.294	2.233	1.956	2.222	2.509	2.402	2.405	1.773	1.571	1.536	1.249	1.952	2.082	1.397	1.893	2.189	1.817	2.493	2.186	1.975	2.381	1.863	1.720	1.842	1.866	1.994	2.042	2.105	1.842	1.888	1.604	1.470	1.480	1.690	2.052	1.709	1.896	1.840	1.621	1.313	1.234	1.015	1.110	0.925	0.991	0.869	0.640	0.369	0.268	0.063	0.000	0.000	0.000
2.472	3.278	4.518	5.076	4.781	3.905	3.981	4.000	3.317	2.992	3.137	2.588	1.816	1.443	1.027	1.804	2.361	2.423	2.488	1.403	1.536	1.525	1.588	1.858	2.124	1.387	1.613	1.793	1.970	2.202	2.015	1.396	2.237	2.015	1.434	1.671	1.804	1.448	1.942	1.735	1.730	1.607	1.430	1.276	1.301	1.420	1.960	1.465	1.566	1.418	1.485	1.260	1.172	1.061	0.937	0.750	1.037	0.836	0.561	0.320	0.222	0.074	0.000	0.000	0.000
2.484	2.786	4.650	5.249	4.890	3.823	3.926	4.087	3.291	2.652	2.890	2.450	1.879	1.511	1.705	2.365	2.573	2.308	2.576	1.815	1.631	1.763	1.818	1.662	2.004	1.585	1.467	1.677	1.580	1.686	1.667	1.670	1.789	1.736	1.049	1.068	1.516	1.214	1.550	1.465	1.202	1.341	1.277	1.182	1.151	1.099	1.444	1.194	1.066	1.312	1.190	1.050	0.879	0.968	0.806	0.626	0.892	0.690	0.478	0.279	0.188	0.049	0.000	0.000	0.000
2.496	3.488	4.735	5.150	4.817	4.059	4.118	4.222	3.500	3.052	3.300	2.727	1.811	1.652	1.790	2.497	2.638	2.627	2.767	2.082	1.935	1.627	1.541	1.620	1.790	1.525	1.374	1.441	1.257	0.874	1.371	1.611	1.550	1.352	1.154	1.316	1.395	1.018	1.138	1.362	1.076	0.998	0.884	0.837	1.005	0.800	0.842	0.884	0.891	0.834	0.761	0.771	0.701	0.777	0.598	0.502	0.645	0.470	0.370	0.218	0.128	0.015	0.000	0.000	0.000
2.507	3.728	4.644	4.466	3.961	3.886	4.093	4.211	3.501	3.296	3.552	2.972	1.756	1.411	1.714	2.491	2.833	2.873	2.874	2.310	2.194	1.981	1.615	1.806	1.897	1.113	1.116	1.473	1.370	1.043	1.326	1.599	1.060	0.755	1.195	1.217	1.357	1.002	0.993	1.085	0.967	0.766	0.792	0.692	0.792	0.631	0.673	0.606	0.803	0.489	0.493	0.496	0.481	0.560	0.393	0.359	0.468	0.288	0.293	0.122	0.074	0.009	0.000	0.000	0.000
2.519	3.717	4.752	4.837	4.307	3.742	4.100	4.212	3.530	3.419	3.623	3.184	2.582	1.935	1.580	2.312	2.548	2.436	2.593	1.833	1.897	2.113	1.638	1.332	1.759	1.047	0.543	1.077	1.134	0.770	1.157	1.049	0.759	0.839	1.237	0.970	1.080	0.787	1.008	1.103	0.935	0.893	0.640	0.548	0.544	0.501	0.613	0.387	0.513	0.361	0.367	0.268	0.333	0.369	0.217	0.232	0.308	0.181	0.208	0.096	0.051	0.009	0.000	0.000	0.000
