time	11Hz	32Hz	54Hz	75Hz	97Hz	118Hz	140Hz	161Hz	183Hz	205Hz	226Hz	248Hz	269Hz	291Hz	312Hz	334Hz	366Hz	409Hz	452Hz	495Hz	538Hz	581Hz	624Hz	668Hz	732Hz	818Hz	904Hz	991Hz	1077Hz	1163Hz	1249Hz	1335Hz	1464Hz	1637Hz	1809Hz	1981Hz	2153Hz	2326Hz	2498Hz	2670Hz	2929Hz	3273Hz	3618Hz	3962Hz	4307Hz	4651Hz	4996Hz	5340Hz	5857Hz	6546Hz	7235Hz	7924Hz	8613Hz	9302Hz	9991Hz	10680Hz	11714Hz	13092Hz	14470Hz	15848Hz	17227Hz	18605Hz	19983Hz	21361Hz
2.015	1.913	2.462	2.933	3.849	4.470	4.363	3.802	3.388	3.241	3.500	3.022	2.323	2.271	2.382	2.988	2.859	2.519	3.870	3.231	2.925	2.964	1.902	3.084	2.459	2.560	3.082	2.058	2.037	2.051	1.450	1.821	1.358	1.134	1.666	1.479	1.208	1.435	0.787	1.059	0.982	0.891	0.986	0.885	0.789	0.897	0.665	0.556	0.602	0.541	0.517	0.367	0.366	0.336	0.345	0.349	0.242	0.110	0.054	0.040	0.018	0.000	0.000	0.000	0.000
2.020	2.026	2.760	3.285	4.063	4.516	4.169	3.438	3.250	3.139	3.472	3.303	2.819	2.411	2.248	2.812	2.736	2.424	3.901	3.389	2.909	2.920	1.851	3.063	2.318	2.590	3.034	1.939	2.026	2.107	1.283	1.730	1.581	1.240	1.676	1.344	1.217	1.370	0.800	1.051	0.907	0.821	0.932	0.823	0.770	0.795	0.639	0.552	0.668	0.519	0.453	0.353	0.327	0.359	0.307	0.323	0.249	0.104	0.051	0.036	0.019	0.000	0.000	0.000	0.000
2.025	2.174	2.905	3.383	4.090	4.476	4.062	3.179	3.178	3.269	3.471	3.398	3.027	2.638	2.471	2.791	2.387	2.216	3.912	3.480	2.728	2.844	1.699	3.065	2.367	2.537	2.944	1.938	2.114	2.270	1.411	1.621	1.683	1.295	1.693	1.315	1.227	1.314	0.856	1.112	0.903	0.740	0.901	0.773	0.730	0.713	0.622	0.538	0.726	0.481	0.430	0.363	0.302	0.381	0.262	0.294	0.259	0.098	0.050	0.031	0.019	0.000	0.000	0.000	0.000
2.030	2.135	2.931	3.251	3.922	4.388	4.008	3.172	3.221	3.251	3.403	3.300	2.962	2.845	2.834	2.951	2.436	2.181	3.932	3.469	2.698	2.845	1.876	3.055	2.368	2.422	3.000	2.200	2.139	2.370	1.607	1.652	1.670	1.273	1.676	1.344	1.200	1.299	0.842	1.091	1.008	0.713	0.876	0.745	0.679	0.707	0.603	0.517	0.726	0.458	0.447	0.393	0.293	0.389	0.227	0.291	0.269	0.089	0.047	0.026	0.018	0.000	0.000	0.000	0.000
2.035	1.932	2.826	2.852	3.596	4.313	3.931	3.206	3.378	3.097	3.299	3.015	2.558	2.869	3.047	3.147	2.628	2.405	3.986	3.362	2.794	2.820	1.986	3.010	2.302	2.698	3.043	2.354	2.067	2.329	1.699	1.701	1.527	1.221	1.636	1.298	1.201	1.269	0.813	1.058	1.092	0.735	0.831	0.763	0.650	0.762	0.594	0.510	0.662	0.435	0.462	0.404	0.297	0.390	0.220	0.310	0.266	0.080	0.042	0.024	0.016	0.000	0.000	0.000	0.000
2.040	1.859	2.644	2.466	3.371	4.287	4.169	3.679	3.500	3.128	3.283	3.014	2.553	2.684	3.060	3.317	2.723	2.437	4.004	3.340	2.757	2.736	2.030	2.917	2.215	2.872	2.984	2.318	1.975	2.155	1.740	1.681	1.229	1.142	1.661	1.197	1.193	1.242	0.889	1.089	1.085	0.813	0.882	0.826	0.671	0.807	0.556	0.490	0.574	0.434	0.454	0.402	0.296	0.371	0.251	0.319	0.256	0.071	0.037	0.024	0.014	0.000	0.000	0.000	0.000
2.046	1.667	2.626	2.537	3.425	4.334	4.346	3.906	3.566	3.234	3.272	3.237	2.884	2.485	2.997	3.385	2.925	2.555	3.975	3.352	2.607	2.626	1.954	2.807	2.214	2.908	2.894	2.097	1.819	2.221	1.783	1.555	0.873	1.078	1.728	1.139	1.177	1.141	0.940	1.177	0.990	0.849	0.932	0.865	0.725	0.818	0.528	0.466	0.536	0.436	0.439	0.395	0.275	0.332	0.276	0.310	0.241	0.067	0.033	0.023	0.011	0.000	0.000	0.000	0.000
2.051	1.429	2.648	2.996	3.758	4.448	4.347	3.871	3.601	3.190	3.198	3.238	3.011	2.821	3.032	3.336	3.048	2.505	3.910	3.314	2.566	2.566	1.835	2.770	2.355	2.793	2.943	1.961	1.762	2.364	1.951	1.573	0.705	1.062	1.787	1.178	1.131	0.983	0.939	1.170	0.903	0.864	0.963	0.858	0.763	0.774	0.542	0.475	0.523	0.434	0.410	0.371	0.241	0.300	0.273	0.291	0.239	0.065	0.031	0.021	0.009	0.000	0.000	0.000	0.000
2.056	1.419	2.602	3.320	4.055	4.562	4.208	3.621	3.654	3.188	3.183	3.046	3.007	3.092	2.930	3.194	3.063	2.402	3.843	3.225	2.566	2.535	1.748	2.732	2.423	2.713	3.009	2.150	1.769	2.423	2.025	1.778	0.951	1.023	1.721	1.187	1.126	1.001	0.910	1.073	0.881	0.901	0.995	0.808	0.741	0.684	0.556	0.503	0.510	0.422	0.391	0.330	0.211	0.270	0.244	0.272	0.227	0.062	0.028	0.018	0.006	0.000	0.000	0.000	0.000
2.061	1.444	2.622	3.463	4.169	4.607	4.292	3.726	3.686	3.351	3.318	3.065	3.171	3.270	2.919	3.130	2.908	2.264	3.774	3.178	2.472	2.426	1.739	2.649	2.362	2.641	2.967	2.314	1.849	2.319	1.963	1.930	1.109	0.936	1.560	1.175	1.165	1.078	0.864	1.024	0.861	0.923	1.008	0.770	0.681	0.600	0.556	0.484	0.484	0.405	0.377	0.288	0.197	0.236	0.209	0.264	0.197	0.058	0.026	0.017	0.006	0.002	0.001	0.000	0.000
2.066	1.377	2.745	3.460	4.074	4.559	4.461	3.969	3.605	3.404	3.433	3.344	3.487	3.409	3.034	3.209	2.790	2.494	3.754	3.135	2.215	2.351	1.847	2.536	2.199	2.650	2.818	2.344	1.914	2.088	1.990	1.975	1.333	0.977	1.530	1.283	1.208	1.090	0.931	1.018	0.987	0.934	1.050	0.841	0.642	0.634	0.680	0.504	0.519	0.426	0.418	0.325	0.202	0.241	0.192	0.264	0.182	0.085	0.037	0.030	0.024	0.022	0.010	0.000	0.000
2.071	1.372	2.788	3.343	3.807	4.461	4.462	3.972	3.449	3.365	3.545	3.377	3.722	3.572	3.065	3.441	3.405	3.089	3.692	3.232	2.290	2.513	2.231	2.405	2.289	2.590	2.781	2.204	1.899	1.969	2.256	2.052	1.764	1.434	1.706	1.442	1.250	1.185	1.431	1.271	1.432	1.211	1.262	0.998	0.733	1.052	1.161	0.813	0.767	0.693	0.687	0.523	0.319	0.367	0.255	0.374	0.229	0.207	0.107	0.089	0.076	0.076	0.026	0.000	0.000
2.076	1.519	2.740	3.139	3.592	4.418	4.372	3.895	3.885	3.964	3.921	3.724	4.025	3.827	3.363	3.709	3.786	3.403	3.503	3.273	2.673	2.718	2.528	2.296	2.345	2.700	2.740	2.038	1.937	1.954	2.459	2.367	2.151	1.854	1.922	1.841	1.673	1.375	1.923	1.774	1.866	1.590	1.552	1.228	0.980	1.431	1.558	1.154	1.087	0.989	0.992	0.765	0.522	0.534	0.401	0.545	0.311	0.347	0.210	0.164	0.139	0.139	0.043	0.000	0.000
2.081	1.750	2.692	2.878	3.604	4.461	4.432	4.067	4.271	4.462	4.376	4.205	4.261	4.032	3.699	3.883	3.917	3.519	3.281	3.195	2.919	2.781	2.632	2.506	2.378	2.753	2.766	2.102	2.078	1.891	2.536	2.649	2.360	2.069	2.069	2.143	2.144	1.474	2.192	2.095	2.118	1.830	1.740	1.424	1.182	1.649	1.763	1.346	1.316	1.209	1.205	0.947	0.711	0.680	0.554	0.673	0.387	0.447	0.307	0.222	0.190	0.184	0.054	0.000	0.000
2.086	1.635	2.727	2.474	3.600	4.519	4.487	4.202	4.497	4.716	4.608	4.455	4.356	4.039	3.843	3.928	3.822	3.599	3.278	2.977	2.960	2.693	2.557	2.573	2.347	2.713	2.879	2.217	2.196	1.800	2.516	2.745	2.401	2.085	2.117	2.257	2.416	1.465	2.275	2.237	2.218	1.945	1.815	1.547	1.281	1.724	1.788	1.402	1.444	1.344	1.310	1.035	0.832	0.783	0.658	0.720	0.427	0.487	0.366	0.246	0.211	0.194	0.054	0.000	0.000
2.090	1.614	2.760	3.003	3.894	4.559	4.396	4.129	4.565	4.769	4.609	4.456	4.316	3.817	3.745	3.852	3.517	3.491	3.392	2.808	2.783	2.481	2.306	2.454	2.187	2.532	2.934	2.273	2.185	1.790	2.412	2.636	2.332	1.943	2.095	2.251	2.510	1.562	2.194	2.258	2.217	2.008	1.803	1.578	1.302	1.677	1.662	1.416	1.515	1.441	1.321	1.051	0.891	0.829	0.695	0.680	0.449	0.462	0.372	0.241	0.200	0.166	0.043	0.000	0.000
2.095	1.643	2.749	3.309	4.072	4.564	4.145	3.702	4.451	4.659	4.392	4.194	4.124	3.371	3.479	3.748	3.123	3.181	3.500	2.860	2.394	2.301	1.954	2.124	1.859	2.542	2.844	2.172	2.084	1.899	2.160	2.307	2.278	1.811	2.094	2.178	2.477	1.652	2.046	2.246	2.105	1.987	1.752	1.562	1.288	1.557	1.505	1.419	1.635	1.489	1.289	1.023	0.910	0.813	0.675	0.589	0.447	0.401	0.329	0.225	0.161	0.109	0.025	0.000	0.000
2.100	1.556	2.744	3.386	4.063	4.511	4.182	3.534	4.155	4.475	4.130	3.713	3.760	3.642	3.810	3.784	3.157	2.621	3.470	2.899	2.173	2.120	1.514	1.591	1.403	2.545	2.641	2.014	2.167	1.983	1.824	1.790	2.227	1.891	2.220	2.114	2.349	1.662	1.844	2.240	1.984	1.915	1.738	1.614	1.225	1.526	1.433	1.426	1.686	1.479	1.264	0.976	0.917	0.737	0.642	0.543	0.434	0.346	0.271	0.210	0.114	0.047	0.009	0.000	0.000
2.105	1.407	2.768	3.268	3.870	4.398	4.305	3.680	3.914	4.436	4.285	3.695	3.472	3.724	3.901	3.821	3.236	1.947	3.449	3.034	2.109	1.846	1.268	1.526	1.617	2.520	2.445	1.950	2.350	1.941	1.583	1.415	2.080	2.051	2.252	2.025	2.168	1.627	1.845	2.172	1.801	1.750	1.726	1.627	1.121	1.571	1.483	1.470	1.651	1.409	1.246	0.935	0.931	0.674	0.624	0.529	0.426	0.322	0.231	0.186	0.079	0.009	0.001	0.000	0.000
2.110	1.452	2.729	3.022	3.605	4.308	4.207	3.681	4.154	4.622	4.479	3.888	3.641	3.731	3.758	3.782	3.286	1.929	3.550	3.167	1.934	1.520	1.657	1.957	1.759	2.396	2.419	1.876	2.379	1.830	1.403	1.410	2.093	2.164	2.190	1.849	2.071	1.543	1.870	1.994	1.677	1.502	1.669	1.605	1.022	1.591	1.479	1.542	1.583	1.342	1.256	0.935	0.906	0.679	0.648	0.507	0.391	0.296	0.207	0.153	0.064	0.000	0.000	0.000	0.000
2.115	1.536	2.566	2.882	3.621	4.285	3.944	3.577	4.430	4.767	4.516	3.840	3.767	3.759	3.549	3.725	3.373	2.293	3.669	3.227	1.828	1.595	1.927	2.258	2.091	2.409	2.355	1.701	2.247	1.840	1.454	1.681	2.340	2.332	2.220	1.853	2.019	1.396	1.787	1.882	1.659	1.453	1.607	1.575	1.073	1.563	1.405	1.591	1.609	1.337	1.310	0.974	0.840	0.694	0.661	0.487	0.358	0.276	0.192	0.127	0.054	0.000	0.000	0.000	0.000
2.120	1.542	2.331	2.713	3.668	4.291	4.048	3.831	4.526	4.789	4.404	3.570	3.682	3.861	3.716	3.782	3.399	2.426	3.766	3.258	1.959	1.820	2.041	2.370	2.393	2.436	2.510	1.726	2.111	1.988	1.605	1.932	2.494	2.479	2.309	1.966	2.048	1.438	1.608	1.812	1.594	1.582	1.519	1.519	1.221	1.467	1.281	1.535	1.587	1.408	1.314	1.022	0.758	0.670	0.643	0.448	0.373	0.249	0.178	0.116	0.048	0.000	0.000	0.000	0.000
2.125	1.417	2.064	2.315	3.565	4.281	4.140	3.920	4.457	4.680	4.181	2.940	3.406	3.940	3.902	3.819	3.365	2.501	3.809	3.268	1.979	1.934	2.029	2.338	2.490	2.431	2.836	1.894	2.056	2.190	1.670	2.019	2.507	2.535	2.325	1.992	2.070	1.609	1.426	1.828	1.554	1.718	1.410	1.434	1.295	1.404	1.207	1.448	1.487	1.434	1.260	1.054	0.717	0.645	0.611	0.408	0.391	0.226	0.163	0.111	0.047	0.000	0.000	0.000	0.000
2.130	0.939	1.756	1.665	3.430	4.263	4.066	3.775	4.244	4.434	3.956	2.851	3.406	3.901	3.866	3.731	3.281	2.461	3.788	3.269	1.936	2.039	2.212	2.469	2.397	2.319	3.033	1.991	2.178	2.353	1.917	1.931	2.424	2.491	2.262	1.901	2.009	1.728	1.532	1.878	1.611	1.788	1.352	1.380	1.265	1.408	1.182	1.362	1.408	1.411	1.228	1.067	0.713	0.593	0.579	0.398	0.392	0.224	0.146	0.105	0.046	0.000	0.000	0.000	0.000
2.135	0.994	1.408	2.069	3.513	4.265	3.882	3.304	3.873	4.087	3.769	2.892	3.433	3.775	3.572	3.506	3.138	2.285	3.703	3.306	2.019	2.300	2.292	2.566	2.099	2.160	3.107	2.103	2.316	2.423	2.083	1.691	2.371	2.353	2.210	1.735	1.860	1.793	1.687	1.880	1.659	1.804	1.388	1.280	1.198	1.506	1.208	1.278	1.360	1.372	1.220	1.074	0.728	0.589	0.580	0.421	0.396	0.229	0.135	0.101	0.043	0.000	0.000	0.000	0.000
2.140	1.190	1.762	2.201	3.509	4.246	4.123	3.596	3.560	3.816	3.535	2.904	3.442	3.585	3.226	3.243	2.926	1.952	3.552	3.350	2.086	2.525	2.269	2.574	1.748	2.095	3.083	2.191	2.440	2.414	2.121	1.475	2.365	2.241	2.343	1.676	1.738	1.746	1.755	1.756	1.633	1.786	1.472	1.153	1.140	1.588	1.337	1.296	1.321	1.328	1.197	1.076	0.744	0.634	0.598	0.438	0.380	0.233	0.134	0.096	0.040	0.000	0.000	0.000	0.000
2.145	1.173	2.108	2.205	3.428	4.233	4.194	3.764	3.822	3.984	3.503	3.125	3.365	3.322	3.334	3.322	2.811	1.708	3.428	3.340	2.367	2.671	2.343	2.496	1.837	2.174	2.984	2.243	2.463	2.365	2.161	1.476	2.359	2.167	2.426	1.826	1.780	1.585	1.737	1.559	1.534	1.731	1.503	1.080	1.174	1.551	1.406	1.290	1.273	1.293	1.143	1.046	0.746	0.695	0.612	0.447	0.343	0.225	0.135	0.091	0.038	0.000	0.000	0.000	0.000
2.150	1.212	2.312	2.516	3.496	4.249	4.065	3.679	4.108	4.253	3.884	3.414	3.044	3.000	3.450	3.429	2.875	2.042	3.378	3.246	2.562	2.688	2.341	2.329	1.935	2.420	2.885	2.260	2.427	2.325	2.144	1.609	2.292	2.103	2.419	1.940	1.906	1.534	1.682	1.443	1.519	1.595	1.503	1.073	1.260	1.443	1.400	1.208	1.191	1.251	1.057	0.994	0.727	0.711	0.603	0.441	0.333	0.219	0.135	0.088	0.040	0.000	0.000	0.000	0.000
2.155	1.472	2.459	2.841	3.623	4.254	3.903	3.524	4.189	4.391	4.178	3.490	2.411	2.764	3.407	3.388	2.836	2.017	3.251	3.051	2.599	2.599	2.202	2.173	2.002	2.522	2.765	2.252	2.346	2.228	2.008	1.729	2.204	2.087	2.330	1.933	2.046	1.524	1.660	1.604	1.679	1.570	1.536	1.070	1.327	1.350	1.366	1.148	1.122	1.191	1.016	0.935	0.683	0.668	0.566	0.432	0.329	0.221	0.132	0.083	0.042	0.000	0.000	0.000	0.000
2.160	1.412	2.599	2.985	3.592	4.224	4.112	3.771	4.049	4.359	4.326	3.523	2.431	3.066	3.222	3.167	2.695	1.843	3.046	3.020	2.549	2.477	1.964	2.196	2.193	2.470	2.579	2.129	2.295	2.205	2.081	1.900	2.109	2.098	2.164	1.802	2.119	1.522	1.723	1.833	1.787	1.631	1.568	1.104	1.360	1.277	1.305	1.238	1.150	1.137	0.977	0.869	0.634	0.611	0.525	0.435	0.322	0.225	0.130	0.077	0.046	0.000	0.000	0.000	0.000
2.165	1.454	2.708	3.048	3.515	4.198	4.215	3.831	3.658	4.134	4.359	3.768	3.143	3.344	2.967	2.777	2.611	1.758	2.782	3.049	2.622	2.362	1.781	2.114	2.167	2.288	2.446	1.926	2.266	2.314	2.299	2.054	2.109	2.142	2.020	1.685	2.123	1.467	1.798	1.937	1.740	1.697	1.580	1.127	1.379	1.235	1.291	1.356	1.271	1.088	0.918	0.801	0.625	0.566	0.519	0.419	0.300	0.220	0.133	0.071	0.049	0.000	0.000	0.000	0.000
2.170	1.476	2.740	3.136	3.621	4.252	4.145	3.639	3.190	3.822	4.309	3.819	3.375	3.609	3.370	3.007	2.606	1.942	2.536	2.991	2.714	2.200	1.843	2.154	1.962	2.125	2.650	2.157	2.143	2.327	2.400	2.194	2.251	2.174	2.021	1.689	2.087	1.411	1.828	1.953	1.557	1.745	1.645	1.167	1.367	1.226	1.321	1.377	1.349	1.051	0.880	0.739	0.625	0.600	0.538	0.373	0.256	0.209	0.135	0.067	0.050	0.000	0.000	0.000	0.000
2.175	1.494	2.688	3.182	3.775	4.316	4.038	3.422	3.572	3.922	4.199	3.673	3.365	3.910	3.779	3.226	2.467	1.929	2.726	2.866	2.683	2.128	2.147	2.218	1.652	2.301	2.804	2.269	2.048	2.265	2.366	2.300	2.445	2.241	2.128	1.819	2.039	1.468	1.883	1.967	1.403	1.790	1.703	1.183	1.254	1.257	1.350	1.284	1.355	1.047	0.960	0.705	0.597	0.644	0.529	0.334	0.211	0.204	0.133	0.067	0.048	0.000	0.000	0.000	0.000
2.180	1.475	2.581	3.082	3.761	4.312	4.147	3.654	3.786	3.868	3.982	3.759	3.728	4.153	3.977	3.277	2.180	1.678	2.890	2.850	2.519	2.155	2.371	2.181	1.511	2.506	2.793	2.323	2.014	2.297	2.244	2.251	2.623	2.359	2.154	1.852	1.996	1.589	1.942	1.913	1.441	1.798	1.728	1.163	1.122	1.304	1.338	1.122	1.315	1.036	0.987	0.677	0.545	0.636	0.520	0.325	0.190	0.195	0.126	0.067	0.045	0.000	0.000	0.000	0.000
2.185	1.231	2.443	2.839	3.592	4.269	4.157	3.716	3.863	3.563	3.588	3.956	4.067	4.266	3.997	3.192	2.204	1.260	2.997	3.021	2.324	2.344	2.383	2.055	1.646	2.626	2.619	2.303	2.077	2.516	2.159	2.047	2.649	2.454	2.142	1.770	1.965	1.680	1.915	1.841	1.495	1.797	1.673	1.126	1.044	1.323	1.267	0.993	1.198	0.986	0.973	0.640	0.516	0.582	0.521	0.332	0.194	0.184	0.118	0.063	0.044	0.000	0.000	0.000	0.000
2.190	0.973	2.232	2.636	3.513	4.263	4.027	3.559	3.822	3.404	3.547	4.000	4.121	4.268	3.865	2.960	2.548	1.477	3.088	3.151	2.163	2.616	2.281	1.871	1.804	2.592	2.298	2.167	2.238	2.652	2.006	1.817	2.557	2.466	2.108	1.562	1.950	1.693	1.812	1.907	1.518	1.745	1.532	1.086	0.989	1.272	1.121	0.945	1.030	0.933	0.948	0.643	0.556	0.530	0.498	0.347	0.210	0.178	0.108	0.058	0.039	0.000	0.000	0.000	0.000
2.195	1.116	1.997	2.558	3.598	4.317	4.073	3.584	3.636	3.470	3.819	3.903	3.921	4.179	3.784	2.961	2.818	1.744	3.226	3.241	2.164	2.823	2.311	2.001	1.829	2.414	1.922	2.019	2.385	2.729	1.881	1.780	2.452	2.437	2.037	1.285	1.951	1.654	1.651	2.029	1.556	1.699	1.336	1.091	0.949	1.180	1.033	1.013	0.922	0.900	0.952	0.690	0.578	0.497	0.457	0.354	0.213	0.165	0.098	0.053	0.032	0.000	0.000	0.000	0.000
2.200	0.731	1.826	2.374	3.613	4.363	4.295	3.860	3.274	3.321	3.922	3.677	3.440	4.009	3.971	3.426	2.969	1.904	3.363	3.274	2.261	2.976	2.448	2.058	1.860	2.198	1.889	1.967	2.412	2.780	1.844	1.826	2.450	2.465	2.087	1.240	1.916	1.590	1.601	2.110	1.527	1.756	1.277	1.141	0.920	1.127	1.032	1.055	0.860	0.875	0.952	0.760	0.587	0.463	0.410	0.337	0.200	0.148	0.096	0.051	0.027	0.000	0.000	0.000	0.000
2.205	0.377	1.755	1.974	3.518	4.391	4.345	3.884	3.466	3.603	3.872	3.431	3.127	3.837	4.071	3.704	2.955	2.095	3.518	3.287	2.564	3.005	2.487	2.059	2.005	2.025	2.126	2.127	2.360	2.886	1.964	1.879	2.525	2.501	2.137	1.381	1.924	1.648	1.622	2.106	1.459	1.824	1.323	1.174	0.860	1.074	1.066	1.041	0.831	0.866	0.923	0.768	0.586	0.433	0.369	0.299	0.181	0.127	0.096	0.049	0.024	0.000	0.000	0.000	0.000
2.210	0.718	1.757	2.193	3.581	4.411	4.238	3.687	3.755	3.880	3.703	3.245	3.107	3.644	4.058	3.776	2.802	2.198	3.656	3.367	2.676	2.892	2.414	2.192	2.089	2.167	2.470	2.409	2.398	2.898	2.093	1.940	2.511	2.487	2.127	1.536	1.950	1.693	1.677	2.076	1.346	1.822	1.336	1.201	0.828	0.995	1.071	0.979	0.858	0.861	0.884	0.707	0.562	0.397	0.346	0.270	0.162	0.112	0.092	0.045	0.023	0.000	0.000	0.000	0.000
2.215	1.107	1.897	2.475	3.664	4.406	4.174	3.579	3.821	3.934	3.592	3.205	2.828	3.381	3.972	3.670	2.726	2.228	3.717	3.454	2.616	2.640	2.220	2.391	2.125	2.399	2.757	2.545	2.389	2.723	2.186	1.911	2.359	2.451	2.121	1.683	1.943	1.655	1.662	2.013	1.278	1.719	1.260	1.208	0.891	0.944	1.063	0.909	0.895	0.873	0.821	0.614	0.523	0.360	0.326	0.254	0.149	0.101	0.084	0.041	0.023	0.000	0.000	0.000	0.000
2.220	1.097	2.134	2.539	3.620	4.370	4.272	3.756	3.685	3.767	3.680	3.559	3.505	3.752	3.802	3.369	2.801	2.301	3.687	3.469	2.453	2.391	2.130	2.550	2.257	2.465	2.867	2.492	2.247	2.319	2.176	1.831	2.106	2.410	2.077	1.741	1.893	1.548	1.535	1.849	1.287	1.561	1.136	1.154	0.940	0.933	1.039	0.844	0.883	0.881	0.763	0.542	0.500	0.330	0.300	0.237	0.142	0.102	0.077	0.036	0.022	0.000	0.000	0.000	0.000
2.225	1.090	2.271	2.532	3.544	4.343	4.266	3.757	3.422	3.395	3.719	3.777	3.840	4.007	3.557	2.821	2.708	2.012	3.598	3.388	2.385	2.527	2.186	2.658	2.407	2.362	2.834	2.276	2.244	2.047	2.035	1.835	1.866	2.338	2.139	1.701	1.811	1.331	1.327	1.615	1.322	1.444	1.062	1.040	0.968	0.947	0.958	0.778	0.805	0.846	0.731	0.547	0.469	0.320	0.294	0.221	0.130	0.105	0.070	0.032	0.021	0.000	0.000	0.000	0.000
2.230	1.018	2.296	2.713	3.639	4.360	4.123	3.510	3.282	3.050	3.674	3.783	3.865	4.140	3.754	2.929	2.464	2.174	3.660	3.259	2.384	2.651	2.202	2.707	2.439	2.192	2.772	2.078	2.338	2.149	1.806	1.810	1.734	2.185	2.276	1.702	1.699	1.127	1.170	1.497	1.277	1.386	1.105	0.947	0.984	0.931	0.802	0.742	0.692	0.789	0.693	0.556	0.447	0.330	0.308	0.215	0.128	0.099	0.067	0.032	0.019	0.000	0.000	0.000	0.000
2.235	1.071	2.219	2.863	3.759	4.371	4.109	3.519	3.365	3.012	3.598	3.609	3.702	4.216	4.040	3.280	2.256	2.165	3.693	3.245	2.297	2.645	2.194	2.713	2.423	2.258	2.700	1.876	2.331	2.311	1.731	1.812	1.595	2.021	2.304	1.748	1.727	1.070	1.226	1.560	1.255	1.366	1.154	0.869	0.969	0.854	0.656	0.713	0.657	0.783	0.622	0.535	0.442	0.338	0.302	0.205	0.135	0.085	0.063	0.033	0.018	0.000	0.000	0.000	0.000
2.240	1.226	2.224	2.825	3.722	4.331	4.215	3.785	3.529	3.230	3.587	3.530	3.634	4.247	4.176	3.445	2.283	2.065	3.654	3.251	1.995	2.512	2.178	2.692	2.501	2.308	2.699	1.780	2.188	2.396	1.926	1.855	1.513	2.001	2.252	1.799	1.761	1.055	1.415	1.671	1.227	1.320	1.185	0.769	0.906	0.821	0.643	0.636	0.762	0.809	0.559	0.492	0.440	0.346	0.289	0.197	0.148	0.075	0.059	0.031	0.018	0.000	0.000	0.000	0.000
2.245	1.083	2.311	2.633	3.556	4.273	4.151	3.804	3.766	3.610	3.673	3.524	3.730	4.257	4.148	3.439	2.406	1.830	3.546	3.253	1.796	2.282	2.098	2.639	2.572	2.202	2.676	1.737	2.000	2.355	2.113	1.885	1.495	1.991	2.191	1.799	1.746	1.017	1.615	1.664	1.240	1.275	1.222	0.760	0.831	0.825	0.669	0.599	0.858	0.795	0.540	0.456	0.415	0.342	0.268	0.181	0.150	0.072	0.055	0.028	0.018	0.000	0.000	0.000	0.000
2.250	1.105	2.338	2.611	3.534	4.251	3.896	3.543	3.918	3.823	3.738	3.335	3.677	4.230	3.956	3.247	2.727	1.623	3.459	3.194	1.768	2.297	2.024	2.576	2.479	1.992	2.687	1.843	1.949	2.253	2.195	1.930	1.548	1.954	2.172	1.744	1.859	1.009	1.707	1.512	1.199	1.297	1.202	0.770	0.757	0.863	0.684	0.615	0.890	0.726	0.542	0.460	0.380	0.316	0.252	0.162	0.139	0.075	0.052	0.026	0.020	0.000	0.000	0.000	0.000
2.254	1.227	2.276	2.737	3.631	4.260	3.984	3.663	3.894	3.813	3.714	3.095	3.453	4.135	3.681	2.839	2.891	1.929	3.497	3.180	2.052	2.435	2.062	2.539	2.151	1.753	2.745	2.033	2.034	2.318	2.205	1.915	1.714	1.895	2.171	1.629	1.909	0.933	1.652	1.377	1.160	1.385	1.131	0.814	0.762	0.889	0.681	0.650	0.854	0.658	0.540	0.484	0.341	0.283	0.242	0.156	0.121	0.078	0.047	0.026	0.021	0.000	0.000	0.000	0.000
2.259	1.292	2.301	2.676	3.599	4.270	4.175	3.841	3.695	3.590	3.629	3.239	3.374	3.994	3.781	3.131	2.867	2.138	3.563	3.233	2.138	2.461	2.073	2.485	1.610	1.452	2.749	2.199	2.161	2.418	2.185	1.869	1.884	1.826	2.147	1.544	1.850	0.781	1.443	1.365	1.135	1.402	1.011	0.834	0.837	0.860	0.660	0.673	0.759	0.623	0.526	0.507	0.330	0.264	0.227	0.152	0.103	0.076	0.043	0.028	0.021	0.000	0.000	0.000	0.000
2.264	1.068	2.377	2.520	3.504	4.290	4.173	3.752	3.503	3.317	3.586	3.283	3.214	3.866	3.868	3.356	2.702	2.125	3.617	3.333	2.003	2.319	2.036	2.487	1.704	1.468	2.617	2.315	2.327	2.428	2.113	1.906	1.966	1.777	2.070	1.502	1.763	0.884	1.260	1.319	1.052	1.319	0.919	0.830	0.925	0.806	0.640	0.664	0.681	0.581	0.481	0.501	0.332	0.265	0.205	0.157	0.086	0.069	0.041	0.030	0.020	0.000	0.000	0.000	0.000
2.269	1.273	2.413	2.757	3.625	4.320	4.027	3.439	3.496	3.335	3.600	3.316	3.119	3.717	3.789	3.381	2.418	1.804	3.622	3.378	1.670	2.069	1.970	2.527	1.843	1.553	2.321	2.348	2.374	2.281	2.001	1.970	1.889	1.698	1.975	1.501	1.682	1.075	1.145	1.361	0.929	1.203	0.827	0.806	0.974	0.742	0.612	0.628	0.622	0.540	0.423	0.471	0.326	0.263	0.190	0.160	0.071	0.063	0.040	0.031	0.019	0.000	0.000	0.000	0.000
