0.070314	0.111749	B
0.549956	0.590135	B
0.549956	0.641615	S
1.029597	1.071032	B
1.500450	1.540629	B
1.500450	1.608432	S
1.973813	2.026549	B
2.453455	2.493634	B
2.453455	2.550136	S
2.925563	2.979554	B
3.406460	3.442872	B
3.406460	3.503142	S
3.881079	3.926281	B
4.355698	4.403411	B
4.355698	4.451124	S
4.832829	4.884309	B
5.309959	5.345116	B
5.309959	5.417941	S
5.789601	5.836058	B
6.265475	6.305655	B
6.265475	6.355879	S
6.737583	6.801619	B
7.218481	7.257404	B
7.218481	7.312651	S
7.583862	7.661710	S
7.691844	7.740813	B
8.168975	8.204132	B
8.168975	8.254356	S
8.642338	8.686284	B
9.118213	9.158392	B
9.118213	9.211128	S
9.590321	9.639290	B
10.069963	10.110142	B
10.069963	10.160366	S
10.548349	10.596062	B
11.026735	11.064403	B
11.026735	11.117138	S
11.503865	11.547811	B
11.977228	12.022430	B
11.977228	12.058843	S
12.448081	12.487005	B
12.930234	12.967902	B
12.930234	13.025660	S
13.402342	13.437499	B
13.879472	13.918396	B
13.879472	13.969876	S
14.356602	14.394271	B
14.833733	14.870145	B
14.833733	14.922881	B
15.197859	15.271939	S
15.308352	15.353554	B
15.777949	15.815617	B
15.777949	15.873375	S
16.260102	16.300281	B
16.727187	16.767367	B
16.727187	16.828891	S
17.213107	17.255797	B
17.686470	17.725394	B
17.686470	17.779385	S
18.167368	18.211314	B
18.631942	18.672121	B
18.631942	18.724857	S
19.119117	19.159297	B
19.591225	19.632660	B
19.591225	19.681629	S
20.070867	20.107279	B
20.536697	20.583154	B
20.536697	20.642168	S
21.018849	21.069074	B
21.493469	21.537415	B
21.493469	21.587639	S
21.970599	22.018312	B
22.442707	22.482886	B
22.442707	22.545667	S
22.820644	22.895981	S
22.928627	22.970062	B
23.404501	23.443425	B
23.404501	23.498672	S
23.876609	23.923067	B
24.349973	24.388897	B
24.349973	24.442888	S
24.833381	24.873561	B
25.305489	25.350691	B
25.305489	25.398404	S
25.787642	25.822799	B
26.255983	26.297418	B
26.255983	26.355176	S
26.738136	26.774549	B
27.205222	27.250424	B
27.205222	27.303159	S
27.689886	27.733832	B
28.160738	28.200917	B
28.160738	28.264953	S
28.639124	28.680559	B
29.112488	29.151411	B
29.112488	29.206658	S
29.592129	29.632309	B
30.062982	30.096883	B
30.062982	30.149618	S
30.437152	30.516255	S
30.543879	30.591592	B
31.015987	31.054911	B
31.015987	31.112668	S
31.496884	31.542086	B
31.967736	32.005405	B
31.967736	32.071952	S
32.448634	32.495091	B
32.918230	32.960921	B
32.918230	33.023701	S
33.400383	33.444329	B
33.875002	33.912671	B
33.875002	33.982984	S
34.357155	34.393568	B
34.821729	34.861909	B
34.821729	34.930967	S
35.310160	35.345317	B
35.774735	35.814914	B
35.774735	35.867650	S
36.263166	36.299578	B
36.732762	36.771686	B
36.732762	36.819399	S
37.212404	37.250072	B
37.680745	37.720924	B
37.680745	37.777427	S
38.059938	38.134019	S
38.169176	38.200566	B
38.633750	38.670163	B
38.633750	38.735454	S
39.123437	39.161105	B
39.589267	39.629446	B
39.589267	39.682181	S
40.072675	40.122899	B
40.539761	40.577429	B
40.539761	40.633931	S
41.025680	41.067115	B
41.497788	41.531690	B
41.497788	41.585681	S
41.981197	42.017609	B
42.448282	42.490973	B
42.448282	42.542453	S
42.931691	42.969359	B
43.393754	43.431422	B
43.393754	43.476624	S
43.879673	43.921108	B
44.346759	44.385683	B
44.346759	44.445952	S
44.836445	44.871602	B
45.303531	45.344966	B
45.303531	45.390168	S
45.675190	45.756805	S
45.784428	45.824607	B
46.256536	46.297971	B
46.256536	46.343173	S
46.738689	46.777613	B
47.209541	47.249721	B
47.209541	47.306223	S
47.690438	47.728107	B
48.161291	48.201470	B
48.161291	48.252950	S
48.643444	48.683623	B
49.115552	49.145686	B
49.115552	49.198422	S
49.593938	49.634117	B
50.069812	50.107481	B
50.069812	50.150171	S
50.546943	50.587122	B
51.017795	51.052952	B
51.017795	51.110710	S
51.499948	51.538872	B
51.970800	52.009724	B
51.970800	52.069993	S
52.452953	52.489366	B
52.925061	52.958962	B
52.925061	53.014209	S
53.297976	53.373313	S
53.405958	53.442371	B
53.878066	53.914479	B
53.878066	53.976004	S
54.355197	54.394120	B
54.828560	54.867484	B
54.828560	54.922731	S
55.305691	55.349637	B
55.780310	55.816722	B
55.780310	55.882014	S
56.264974	56.302642	B
56.733315	56.770983	B
56.733315	56.837530	S
57.219235	57.256903	B
57.683809	57.722733	B
57.683809	57.790536	S
58.167217	58.211164	B
58.639325	58.680760	B
58.639325	58.743541	S
59.120223	59.154124	B
59.593586	59.633766	B
59.593586	59.687757	S
60.075739	60.115918	B
60.545336	60.584260	B
60.545336	60.645784	S
