time	11Hz	32Hz	54Hz	75Hz	97Hz	118Hz	140Hz	161Hz	183Hz	205Hz	226Hz	248Hz	269Hz	291Hz	312Hz	334Hz	366Hz	409Hz	452Hz	495Hz	538Hz	581Hz	624Hz	668Hz	732Hz	818Hz	904Hz	991Hz	1077Hz	1163Hz	1249Hz	1335Hz	1464Hz	1637Hz	1809Hz	1981Hz	2153Hz	2326Hz	2498Hz	2670Hz	2929Hz	3273Hz	3618Hz	3962Hz	4307Hz	4651Hz	4996Hz	5340Hz	5857Hz	6546Hz	7235Hz	7924Hz	8613Hz	9302Hz	9991Hz	10680Hz	11714Hz	13092Hz	14470Hz	15848Hz	17227Hz	18605Hz	19983Hz	21361Hz
2.676	1.817	2.968	3.442	4.170	4.681	4.316	3.435	3.188	2.957	3.114	2.704	3.377	3.918	3.641	3.147	2.410	1.870	2.936	2.606	2.334	2.494	1.901	2.979	2.255	1.680	2.137	1.241	1.652	2.043	1.405	1.836	2.057	1.389	2.043	1.526	1.006	0.835	1.040	1.246	1.494	1.016	0.877	0.899	0.758	0.680	0.515	0.283	0.303	0.256	0.168	0.133	0.098	0.099	0.055	0.078	0.031	0.017	0.008	0.004	0.004	0.000	0.000	0.000	0.000
2.681	1.599	2.767	2.932	3.850	4.592	4.405	3.547	3.194	3.320	3.147	2.755	3.538	3.880	3.458	3.016	2.589	2.019	3.138	2.865	2.368	2.396	1.698	2.844	2.108	1.870	2.018	1.329	1.666	1.934	1.662	1.724	1.902	1.341	1.975	1.431	1.106	0.763	0.852	1.326	1.480	0.927	0.864	0.879	0.766	0.640	0.530	0.286	0.298	0.246	0.165	0.127	0.092	0.098	0.059	0.074	0.027	0.017	0.007	0.003	0.004	0.000	0.000	0.000	0.000
2.687	1.600	2.395	2.719	3.765	4.547	4.384	3.500	3.167	3.394	3.467	3.359	3.811	3.897	3.242	2.849	2.526	2.050	3.338	2.965	2.355	2.534	1.645	2.660	1.824	1.900	1.941	1.521	1.606	1.935	1.840	1.577	1.688	1.329	1.855	1.288	1.148	0.833	0.796	1.311	1.495	0.815	0.822	0.789	0.738	0.537	0.511	0.317	0.275	0.228	0.158	0.115	0.099	0.094	0.057	0.068	0.026	0.016	0.006	0.003	0.004	0.000	0.000	0.000	0.000
2.693	0.870	2.215	2.721	3.745	4.524	4.367	3.528	2.986	3.197	3.651	3.802	4.004	3.932	3.368	2.907	2.273	2.239	3.601	3.127	2.693	2.640	1.651	2.554	1.804	2.051	2.086	1.674	1.430	1.895	1.891	1.505	1.495	1.297	1.676	1.219	1.168	0.930	0.925	1.275	1.486	0.799	0.803	0.652	0.671	0.480	0.481	0.333	0.257	0.243	0.153	0.104	0.109	0.094	0.056	0.065	0.027	0.015	0.005	0.001	0.003	0.000	0.000	0.000	0.000
2.699	1.426	2.561	2.887	3.797	4.516	4.371	3.643	3.059	3.220	3.743	3.882	3.953	3.863	3.351	2.908	2.572	2.464	3.757	3.401	2.777	2.706	1.620	2.520	1.952	2.407	2.261	1.793	1.377	1.723	1.752	1.292	1.522	1.194	1.601	1.261	1.106	0.965	0.977	1.208	1.442	0.812	0.755	0.602	0.613	0.481	0.459	0.333	0.241	0.265	0.146	0.096	0.105	0.096	0.060	0.065	0.027	0.014	0.004	0.001	0.002	0.000	0.000	0.000	0.000
2.705	1.542	2.822	3.353	4.084	4.557	4.210	3.558	3.470	3.329	3.688	3.629	3.619	3.720	3.191	2.845	2.608	2.279	3.798	3.517	2.715	2.835	1.671	2.446	2.128	2.585	2.273	1.764	1.569	1.550	1.527	1.153	1.758	1.018	1.574	1.286	0.995	0.929	0.960	1.080	1.527	0.835	0.718	0.660	0.619	0.504	0.434	0.351	0.221	0.260	0.155	0.099	0.092	0.099	0.065	0.061	0.029	0.015	0.004	0.001	0.002	0.000	0.000	0.000	0.000
2.710	1.817	3.020	3.551	4.176	4.594	4.122	3.507	3.614	3.196	3.467	3.272	3.309	3.672	3.350	2.992	2.455	2.238	3.866	3.492	2.853	2.868	1.505	2.344	2.186	2.576	2.142	1.824	1.724	1.560	1.454	1.382	1.911	1.121	1.652	1.253	0.942	0.834	1.018	0.993	1.618	0.824	0.769	0.739	0.650	0.517	0.415	0.369	0.220	0.237	0.160	0.105	0.084	0.100	0.061	0.058	0.029	0.014	0.004	0.001	0.002	0.000	0.000	0.000	0.000
2.716	1.929	3.207	3.531	4.032	4.612	4.474	3.935	3.602	3.287	3.207	3.196	3.579	3.718	3.433	3.191	2.827	2.511	3.906	3.425	2.959	2.863	1.394	2.327	2.193	2.494	2.461	2.086	1.868	1.593	1.376	1.394	1.973	1.303	1.753	1.291	1.006	0.851	1.109	0.852	1.643	0.792	0.841	0.799	0.651	0.500	0.444	0.363	0.221	0.230	0.154	0.115	0.074	0.098	0.058	0.059	0.027	0.013	0.004	0.001	0.003	0.000	0.000	0.000	0.000
2.722	2.054	3.271	3.562	4.040	4.684	4.608	3.927	3.532	3.508	3.327	3.331	3.802	3.699	3.228	3.269	3.023	2.549	3.868	3.448	2.884	2.945	1.561	2.268	2.283	2.313	2.695	2.163	2.172	1.771	1.652	1.451	2.016	1.442	1.928	1.330	1.016	0.873	1.097	0.759	1.582	0.842	0.850	0.850	0.638	0.496	0.477	0.324	0.212	0.239	0.143	0.118	0.065	0.088	0.057	0.059	0.026	0.013	0.006	0.002	0.003	0.001	0.000	0.000	0.000
2.728	2.062	3.223	3.625	4.220	4.788	4.588	3.745	3.363	3.458	3.617	3.759	3.994	3.692	3.086	3.209	2.978	2.517	3.843	3.398	2.747	2.981	1.668	2.331	2.240	2.199	2.733	2.098	2.343	1.913	1.933	1.506	1.937	1.498	2.071	1.345	1.030	0.813	1.026	0.896	1.424	0.878	0.836	0.859	0.660	0.522	0.506	0.271	0.193	0.229	0.150	0.116	0.070	0.077	0.054	0.054	0.026	0.014	0.007	0.004	0.004	0.002	0.001	0.000	0.000
2.734	2.056	3.121	3.459	4.193	4.817	4.620	3.738	3.043	3.199	3.750	3.957	4.016	3.773	3.182	3.035	2.682	2.324	3.811	3.200	2.831	2.955	1.702	2.445	2.068	2.453	2.583	2.049	2.341	1.935	1.971	1.553	1.823	1.446	2.122	1.334	0.989	0.719	1.009	1.105	1.307	0.879	0.849	0.868	0.655	0.540	0.507	0.245	0.186	0.203	0.168	0.110	0.080	0.069	0.048	0.045	0.027	0.015	0.009	0.008	0.009	0.004	0.002	0.000	0.000
2.739	1.968	2.968	3.001	3.957	4.774	4.664	3.782	2.953	3.196	3.799	3.821	3.792	3.799	3.186	2.848	2.483	2.144	3.715	3.012	2.862	3.014	1.689	2.434	1.895	2.573	2.619	2.084	2.183	1.917	1.770	1.492	1.868	1.306	2.087	1.304	0.906	0.700	1.088	1.188	1.343	0.858	0.907	0.813	0.629	0.515	0.462	0.242	0.177	0.191	0.179	0.102	0.084	0.071	0.042	0.042	0.031	0.016	0.014	0.016	0.019	0.011	0.004	0.000	0.000
2.745	1.939	2.765	2.589	3.819	4.745	4.614	3.684	3.039	3.216	3.747	3.492	3.502	3.873	3.482	3.064	2.558	2.033	3.595	2.907	2.833	3.140	1.830	2.295	1.749	2.618	2.635	2.024	1.948	1.809	1.476	1.577	1.996	1.288	2.054	1.202	0.953	0.732	1.095	1.175	1.354	0.908	0.954	0.806	0.598	0.464	0.412	0.275	0.195	0.186	0.192	0.101	0.080	0.080	0.043	0.048	0.033	0.019	0.023	0.028	0.032	0.019	0.005	0.000	0.000
2.751	1.933	2.648	2.361	3.825	4.773	4.607	3.675	2.964	3.083	3.575	3.561	3.756	4.022	3.775	3.275	2.552	1.906	3.490	2.719	2.759	3.190	1.907	2.161	1.848	2.710	2.594	1.892	1.767	1.659	1.501	1.741	2.008	1.498	2.020	1.123	0.986	0.773	1.061	1.146	1.306	0.917	0.991	0.856	0.582	0.411	0.383	0.304	0.228	0.200	0.204	0.107	0.076	0.082	0.048	0.056	0.036	0.026	0.033	0.039	0.043	0.024	0.006	0.000	0.000
2.757	1.597	2.533	2.928	4.097	4.823	4.659	3.765	2.970	3.183	3.459	3.419	3.868	4.116	3.778	3.282	2.636	2.086	3.435	2.517	2.714	3.144	1.791	2.259	2.208	2.636	2.604	1.760	1.692	1.738	1.588	1.841	1.967	1.637	1.985	1.025	0.977	0.860	1.026	1.098	1.255	0.867	0.972	0.910	0.579	0.393	0.373	0.329	0.254	0.217	0.201	0.112	0.074	0.074	0.052	0.055	0.041	0.034	0.042	0.048	0.052	0.026	0.006	0.000	0.000
2.763	0.952	2.251	3.186	4.266	4.845	4.607	3.711	3.081	3.226	3.528	3.498	3.936	4.064	3.489	3.078	2.673	2.161	3.489	2.653	2.713	3.013	1.532	2.424	2.332	2.335	2.652	1.734	1.877	1.968	1.701	1.790	1.875	1.605	1.887	0.926	0.947	0.918	0.949	1.029	1.216	0.818	0.938	0.886	0.636	0.430	0.411	0.364	0.250	0.232	0.200	0.123	0.081	0.072	0.063	0.061	0.067	0.055	0.073	0.078	0.063	0.032	0.014	0.000	0.000
2.768	1.024	2.240	3.211	4.216	4.797	4.498	3.576	3.093	3.163	3.696	3.810	3.988	3.919	3.234	2.816	2.577	2.202	3.588	2.903	2.634	2.828	1.477	2.579	2.296	2.107	2.606	1.994	2.010	2.096	1.790	1.581	1.643	1.470	1.779	1.152	0.854	0.881	0.889	1.070	1.245	0.793	1.046	0.876	0.819	0.565	0.467	0.386	0.218	0.248	0.220	0.159	0.120	0.095	0.095	0.081	0.133	0.121	0.138	0.137	0.094	0.060	0.031	0.000	0.000
2.774	1.571	2.685	3.092	3.986	4.702	4.530	3.672	3.207	3.483	3.921	3.836	3.791	3.792	3.243	2.862	2.358	2.061	3.636	3.026	2.391	2.768	1.585	2.586	2.235	2.298	2.453	2.181	1.954	1.993	1.844	1.492	1.508	1.294	1.745	1.390	0.887	0.828	0.870	1.114	1.201	0.782	1.151	0.916	0.927	0.690	0.531	0.375	0.201	0.262	0.252	0.199	0.169	0.137	0.126	0.116	0.200	0.202	0.206	0.194	0.141	0.098	0.049	0.000	0.000
2.780	1.854	2.964	3.216	3.924	4.638	4.525	3.708	3.234	3.638	4.044	3.646	3.474	3.701	3.186	3.025	2.428	1.796	3.612	3.114	2.419	2.839	1.701	2.508	2.177	2.490	2.468	2.142	1.785	1.664	1.781	1.551	1.436	1.160	1.824	1.501	1.087	0.841	0.911	1.166	1.107	0.735	1.200	0.917	0.911	0.711	0.565	0.369	0.217	0.263	0.273	0.217	0.198	0.172	0.136	0.148	0.237	0.257	0.241	0.222	0.170	0.119	0.057	0.000	0.000
2.786	1.984	3.175	3.551	3.983	4.558	4.421	3.591	3.098	3.496	4.006	3.964	3.924	3.847	3.433	3.214	2.585	1.920	3.577	3.082	2.562	2.886	1.607	2.332	2.022	2.572	2.469	1.808	1.714	1.611	1.680	1.515	1.492	1.170	1.926	1.497	1.263	0.920	0.919	1.185	0.983	0.678	1.112	0.832	0.764	0.633	0.540	0.325	0.256	0.264	0.265	0.201	0.187	0.192	0.131	0.163	0.227	0.266	0.234	0.216	0.168	0.110	0.050	0.000	0.000
2.792	2.094	3.345	3.757	3.890	4.432	4.357	3.449	2.844	3.384	3.893	3.951	4.089	4.103	3.718	3.312	2.718	2.046	3.538	2.956	2.600	2.858	1.418	2.094	1.988	2.465	2.448	1.508	1.587	1.742	1.744	1.399	1.587	1.330	1.969	1.442	1.316	0.991	0.971	1.145	0.867	0.627	0.923	0.753	0.579	0.481	0.486	0.283	0.272	0.290	0.250	0.188	0.142	0.192	0.135	0.163	0.196	0.233	0.195	0.184	0.137	0.074	0.031	0.000	0.000
2.798	2.190	3.467	3.926	4.084	4.476	4.304	3.413	3.146	3.591	3.845	3.681	4.025	4.203	3.711	3.239	2.753	2.063	3.448	2.838	2.479	2.745	1.429	2.044	1.919	2.231	2.427	1.500	1.403	1.712	1.867	1.408	1.585	1.431	1.927	1.486	1.241	0.982	0.998	1.049	0.808	0.617	0.827	0.741	0.559	0.402	0.493	0.289	0.266	0.307	0.239	0.173	0.106	0.187	0.144	0.153	0.172	0.196	0.162	0.146	0.103	0.031	0.012	0.000	0.000
2.803	2.195	3.519	4.004	4.316	4.615	4.228	3.326	3.302	3.628	3.855	3.647	3.998	4.150	3.513	3.011	2.684	1.918	3.307	2.710	2.284	2.611	1.711	2.388	1.945	2.265	2.581	1.639	1.418	1.619	1.896	1.536	1.612	1.487	1.959	1.587	1.123	0.961	0.954	0.977	0.917	0.668	0.869	0.772	0.646	0.450	0.475	0.310	0.236	0.286	0.236	0.158	0.116	0.184	0.142	0.158	0.159	0.175	0.149	0.121	0.084	0.005	0.001	0.000	0.000
2.809	2.216	3.494	3.904	4.260	4.652	4.401	3.673	3.102	3.414	3.932	3.754	3.903	4.085	3.592	3.083	2.658	1.816	3.196	2.480	2.145	2.433	1.922	2.632	2.072	2.423	2.731	1.915	1.605	1.717	1.863	1.521	1.630	1.569	2.058	1.634	1.013	0.849	0.948	0.959	1.105	0.726	0.963	0.822	0.700	0.493	0.420	0.326	0.209	0.246	0.243	0.158	0.123	0.172	0.135	0.163	0.140	0.152	0.132	0.095	0.074	0.000	0.000	0.000	0.000
2.815	2.168	3.397	3.624	3.983	4.599	4.518	3.821	3.155	3.483	4.015	3.544	3.550	4.064	3.708	3.209	2.708	1.985	3.130	2.343	2.028	2.249	1.846	2.651	2.176	2.489	2.713	2.033	1.680	1.839	1.859	1.474	1.605	1.633	2.100	1.584	1.035	0.784	0.972	1.120	1.198	0.781	0.977	0.796	0.667	0.547	0.397	0.324	0.215	0.213	0.236	0.155	0.128	0.148	0.124	0.159	0.122	0.127	0.106	0.068	0.062	0.000	0.000	0.000	0.000
2.821	2.103	3.200	3.406	3.901	4.586	4.451	3.685	3.346	3.574	3.987	3.865	3.869	3.979	3.551	3.145	2.599	2.023	3.129	2.357	2.091	2.280	1.646	2.556	2.223	2.588	2.564	1.934	1.587	1.915	1.757	1.525	1.575	1.563	2.010	1.479	1.250	0.836	1.032	1.270	1.182	0.817	1.001	0.777	0.622	0.557	0.407	0.315	0.235	0.242	0.214	0.155	0.132	0.116	0.111	0.156	0.114	0.113	0.082	0.050	0.052	0.000	0.000	0.000	0.000
2.827	1.922	3.005	3.175	3.930	4.626	4.364	3.538	3.291	3.396	3.869	3.946	4.000	3.868	3.255	2.963	2.405	2.018	3.245	2.524	2.311	2.351	1.348	2.407	2.350	2.569	2.484	1.692	1.528	1.937	1.495	1.718	1.513	1.452	1.864	1.342	1.383	0.857	1.015	1.315	1.048	0.790	1.043	0.816	0.635	0.519	0.411	0.303	0.250	0.269	0.207	0.153	0.134	0.099	0.097	0.155	0.112	0.107	0.065	0.044	0.043	0.000	0.000	0.000	0.000
2.832	1.820	2.848	2.795	3.850	4.654	4.457	3.648	3.153	3.369	3.770	3.706	3.826	3.821	3.254	2.974	2.571	2.213	3.358	2.710	2.286	2.295	1.119	2.291	2.339	2.383	2.380	1.627	1.564	1.841	1.294	1.831	1.504	1.520	1.818	1.216	1.390	0.837	0.982	1.176	0.884	0.757	1.040	0.806	0.706	0.498	0.389	0.264	0.257	0.263	0.211	0.147	0.133	0.107	0.087	0.144	0.111	0.096	0.060	0.040	0.035	0.000	0.000	0.000	0.000
2.838	1.282	2.657	3.162	4.051	4.663	4.465	3.622	3.178	3.530	3.743	3.447	3.574	3.662	3.247	3.081	2.586	2.090	3.423	2.845	2.129	2.206	1.461	2.274	2.088	2.528	2.397	1.582	1.649	1.662	1.406	1.769	1.497	1.533	1.847	1.124	1.302	0.894	0.981	0.891	0.785	0.758	1.002	0.758	0.752	0.472	0.343	0.238	0.252	0.255	0.219	0.138	0.130	0.119	0.088	0.136	0.105	0.082	0.055	0.036	0.028	0.000	0.000	0.000	0.000
2.844	1.391	2.496	3.301	4.085	4.613	4.363	3.445	3.042	3.450	3.762	3.590	3.577	3.312	2.963	3.072	2.440	1.942	3.526	3.028	2.036	2.181	1.801	2.228	1.652	2.697	2.440	1.450	1.870	1.862	1.501	1.626	1.498	1.431	1.800	1.159	1.251	1.040	0.900	0.780	0.713	0.699	0.991	0.806	0.755	0.474	0.327	0.304	0.254	0.258	0.228	0.136	0.117	0.132	0.097	0.136	0.093	0.074	0.047	0.030	0.023	0.000	0.000	0.000	0.000
2.850	1.002	2.526	3.240	3.876	4.479	4.324	3.380	2.566	3.199	3.806	3.514	3.372	3.426	3.046	2.923	2.200	1.802	3.664	3.162	2.047	2.135	1.897	2.206	1.714	2.680	2.405	1.664	2.117	2.057	1.532	1.445	1.583	1.490	1.809	1.144	1.166	1.096	0.905	0.888	0.657	0.684	1.086	0.896	0.680	0.448	0.330	0.361	0.260	0.285	0.205	0.134	0.105	0.139	0.101	0.134	0.089	0.070	0.040	0.025	0.020	0.000	0.000	0.000	0.000
2.856	1.029	2.513	3.114	3.719	4.395	4.286	3.363	2.756	3.282	3.836	3.558	3.460	3.689	3.123	2.653	2.167	1.833	3.750	3.217	2.000	2.042	1.743	2.157	1.763	2.476	2.369	1.951	2.165	2.028	1.542	1.306	1.726	1.573	1.887	1.186	1.137	1.037	1.013	0.973	0.639	0.750	1.090	0.921	0.567	0.460	0.383	0.371	0.248	0.287	0.156	0.131	0.108	0.143	0.093	0.134	0.086	0.062	0.034	0.023	0.017	0.000	0.000	0.000	0.000
2.861	1.377	2.377	3.015	3.848	4.480	4.208	3.257	2.922	3.274	3.830	3.819	3.851	3.874	3.201	2.576	2.417	2.108	3.787	3.216	1.913	2.056	1.587	2.064	1.616	2.302	2.605	2.152	2.076	1.947	1.869	1.393	1.851	1.711	1.920	1.329	1.247	0.976	1.105	0.958	0.802	0.796	1.023	0.919	0.593	0.501	0.468	0.333	0.229	0.256	0.141	0.120	0.120	0.142	0.087	0.137	0.081	0.053	0.029	0.021	0.015	0.000	0.000	0.000	0.000
2.867	1.488	2.405	2.760	3.877	4.575	4.352	3.552	2.845	3.147	3.808	3.739	3.870	4.048	3.625	3.095	2.676	2.195	3.781	3.174	1.851	2.117	1.600	1.946	1.445	2.174	2.679	2.370	2.015	2.063	2.009	1.494	1.823	1.820	1.946	1.387	1.238	1.035	1.046	0.881	0.984	0.757	0.957	0.934	0.694	0.533	0.512	0.310	0.219	0.244	0.169	0.109	0.126	0.130	0.090	0.136	0.071	0.049	0.024	0.019	0.013	0.000	0.000	0.000	0.000
2.873	1.505	2.490	2.450	3.817	4.616	4.475	3.726	3.049	3.356	3.769	3.327	3.594	4.127	3.837	3.301	2.765	2.257	3.732	3.179	2.015	2.068	1.513	1.892	1.661	2.214	2.546	2.443	2.038	2.207	1.916	1.506	1.660	1.818	1.993	1.320	1.106	1.136	0.904	0.859	1.077	0.702	0.904	0.937	0.754	0.513	0.507	0.333	0.204	0.277	0.198	0.107	0.121	0.117	0.091	0.121	0.062	0.047	0.021	0.015	0.010	0.000	0.000	0.000	0.000
2.879	1.538	2.457	2.931	3.944	4.594	4.417	3.635	3.060	3.383	3.688	3.377	3.682	4.076	3.762	3.215	2.695	2.099	3.646	3.184	1.936	2.092	1.636	1.940	1.985	2.379	2.363	2.301	2.011	2.098	1.790	1.360	1.758	1.722	2.026	1.152	0.975	1.161	0.919	0.874	1.050	0.693	0.868	0.845	0.747	0.472	0.483	0.337	0.195	0.293	0.208	0.115	0.103	0.109	0.084	0.103	0.053	0.042	0.019	0.011	0.008	0.000	0.000	0.000	0.000
2.885	1.478	2.577	3.086	3.885	4.518	4.233	3.292	2.764	3.145	3.668	3.353	3.677	3.976	3.393	2.842	2.544	1.917	3.574	3.132	1.689	2.051	1.984	2.048	2.095	2.463	2.307	2.076	1.943	1.780	1.791	1.207	1.912	1.626	2.075	1.184	1.008	1.124	0.971	0.878	0.975	0.746	0.785	0.723	0.768	0.505	0.498	0.312	0.221	0.273	0.196	0.128	0.093	0.108	0.074	0.105	0.049	0.037	0.015	0.009	0.006	0.000	0.000	0.000	0.000
2.890	1.352	2.750	3.171	3.830	4.492	4.226	3.011	2.507	3.295	3.801	3.572	3.710	3.848	3.109	2.575	2.546	2.075	3.473	3.061	1.783	1.851	2.173	2.354	2.289	2.392	2.288	2.054	1.905	1.451	1.845	1.178	1.918	1.585	2.141	1.474	1.197	1.176	1.098	0.912	1.039	0.774	0.659	0.643	0.785	0.548	0.506	0.301	0.254	0.252	0.191	0.135	0.095	0.112	0.071	0.118	0.050	0.034	0.013	0.008	0.005	0.000	0.000	0.000	0.000
2.896	1.341	2.766	3.377	4.058	4.606	4.373	3.096	2.242	3.429	3.961	3.981	3.825	3.602	3.141	2.721	2.401	1.881	3.327	3.078	1.877	1.567	2.090	2.582	2.399	2.157	2.489	2.103	1.848	1.759	1.918	1.624	1.811	1.498	2.085	1.619	1.395	1.353	1.231	0.958	1.104	0.742	0.616	0.593	0.772	0.536	0.480	0.289	0.270	0.233	0.192	0.128	0.100	0.113	0.071	0.118	0.052	0.032	0.013	0.008	0.005	0.000	0.000	0.000	0.000
2.902	1.528	2.752	3.449	4.178	4.709	4.514	3.495	2.405	3.304	4.040	4.123	3.697	3.132	2.837	2.562	2.118	1.644	3.256	3.156	1.731	1.291	1.827	2.669	2.332	1.953	2.625	2.064	1.858	2.073	1.875	1.891	1.544	1.370	1.942	1.658	1.507	1.371	1.308	1.019	1.100	0.746	0.686	0.574	0.743	0.449	0.452	0.280	0.247	0.234	0.180	0.121	0.098	0.109	0.072	0.111	0.053	0.029	0.012	0.008	0.004	0.000	0.000	0.000	0.000
2.908	1.421	2.867	3.344	4.057	4.728	4.607	3.656	2.322	3.195	4.016	3.997	3.321	2.534	2.120	1.966	1.724	1.394	3.214	3.141	1.565	1.234	1.615	2.731	2.302	2.171	2.646	1.868	1.848	2.093	1.743	1.897	1.402	1.305	1.916	1.603	1.427	1.210	1.360	1.013	0.999	0.791	0.743	0.653	0.722	0.384	0.467	0.277	0.229	0.236	0.157	0.126	0.094	0.099	0.068	0.106	0.052	0.025	0.012	0.007	0.004	0.000	0.000	0.000	0.000
2.914	1.686	2.995	3.347	4.021	4.737	4.602	3.628	2.756	3.377	3.915	3.635	2.916	2.687	2.328	2.148	1.610	1.194	3.182	3.084	1.601	1.455	1.837	2.834	2.306	2.406	2.633	1.725	1.856	1.820	1.432	1.674	1.331	1.224	1.833	1.404	1.280	1.082	1.378	1.007	0.879	0.822	0.750	0.730	0.702	0.418	0.482	0.288	0.256	0.246	0.170	0.143	0.097	0.091	0.060	0.097	0.049	0.022	0.012	0.008	0.004	0.000	0.000	0.000	0.000
2.919	1.910	3.115	3.544	4.165	4.767	4.549	3.537	2.872	3.343	3.773	3.264	2.583	2.966	2.925	2.638	1.961	1.391	3.221	3.144	1.745	1.639	2.088	2.873	2.093	2.425	2.579	1.700	2.034	1.670	1.240	1.578	1.427	1.206	1.739	1.275	1.132	0.940	1.365	1.002	0.977	0.870	0.817	0.751	0.701	0.525	0.463	0.297	0.278	0.255	0.192	0.148	0.098	0.087	0.067	0.087	0.047	0.021	0.011	0.008	0.003	0.000	0.000	0.000	0.000
2.925	1.855	3.218	3.615	4.126	4.752	4.613	3.675	2.603	3.110	3.674	3.188	2.631	3.161	3.157	2.795	2.384	1.721	3.301	3.250	1.696	1.648	2.142	2.819	1.833	2.304	2.523	1.674	2.166	1.637	1.393	1.478	1.501	1.235	1.653	1.289	1.126	0.898	1.316	1.039	1.065	0.909	0.974	0.759	0.717	0.578	0.461	0.314	0.266	0.254	0.198	0.140	0.093	0.082	0.084	0.082	0.051	0.020	0.010	0.009	0.003	0.000	0.000	0.000	0.000
2.931	1.986	3.307	3.617	4.025	4.731	4.695	3.760	2.531	3.192	3.713	3.266	2.952	3.376	3.054	2.705	2.572	1.951	3.413	3.266	1.583	1.514	2.002	2.782	1.812	2.094	2.372	1.651	2.142	1.682	1.502	1.491	1.565	1.249	1.750	1.359	1.213	0.999	1.188	1.114	1.136	0.885	1.092	0.822	0.726	0.551	0.495	0.349	0.232	0.240	0.185	0.130	0.085	0.081	0.090	0.082	0.056	0.018	0.010	0.009	0.002	0.000	0.000	0.000	0.000
2.937	1.945	3.328	3.720	4.142	4.746	4.693	3.704	2.426	3.252	3.746	3.706	3.574	3.430	2.631	2.318	2.592	2.020	3.500	3.170	1.584	1.675	1.793	2.859	2.198	1.973	2.150	1.701	1.931	1.745	1.562	1.704	1.672	1.377	1.955	1.364	1.238	1.116	1.144	1.240	1.310	0.853	1.092	0.814	0.701	0.507	0.513	0.344	0.211	0.225	0.171	0.115	0.089	0.082	0.080	0.076	0.055	0.018	0.011	0.008	0.003	0.000	0.000	0.000	0.000
2.943	1.887	3.288	3.780	4.165	4.686	4.620	3.592	2.271	3.066	3.601	3.871	3.837	3.328	2.287	2.391	2.533	2.038	3.532	3.136	1.960	2.172	1.966	2.952	2.570	2.079	2.209	1.747	1.708	1.646	1.535	1.897	1.699	1.382	2.216	1.464	1.212	1.186	1.100	1.520	1.703	0.907	1.011	0.776	0.681	0.577	0.489	0.309	0.227	0.220	0.165	0.113	0.094	0.082	0.068	0.076	0.048	0.018	0.013	0.008	0.004	0.001	0.000	0.000	0.000
2.948	2.115	3.245	3.696	3.915	4.517	4.495	3.568	2.654	2.771	3.309	3.726	3.876	3.417	2.652	2.723	2.365	1.949	3.510	3.221	2.273	2.509	2.250	3.049	2.677	2.309	2.474	1.607	1.492	1.478	1.355	2.029	1.980	1.536	2.466	1.511	1.330	1.252	1.187	1.660	2.067	1.112	1.019	0.875	0.750	0.690	0.486	0.380	0.361	0.290	0.214	0.176	0.169	0.138	0.089	0.102	0.064	0.048	0.029	0.022	0.016	0.008	0.001	0.000	0.000
2.954	1.854	3.309	3.479	3.421	4.390	4.432	3.619	2.908	2.562	3.107	3.336	3.782	3.820	3.285	2.769	1.909	1.932	3.488	3.193	2.395	2.649	2.439	3.109	2.516	2.574	2.700	1.406	1.484	1.517	1.537	2.074	2.358	1.707	2.568	1.561	1.467	1.354	1.298	1.604	2.219	1.347	1.184	1.042	1.036	0.854	0.696	0.716	0.690	0.564	0.424	0.351	0.418	0.341	0.187	0.162	0.165	0.125	0.084	0.059	0.045	0.026	0.004	0.000	0.000
2.960	2.090	3.540	3.862	3.720	4.541	4.695	4.004	3.033	2.552	3.072	3.287	3.881	4.075	3.554	2.617	1.457	1.996	3.497	3.026	2.493	2.700	2.481	3.055	2.085	2.679	2.774	1.425	1.636	1.388	1.824	2.200	2.581	1.721	2.484	1.785	1.536	1.589	1.343	1.362	2.159	1.565	1.303	1.249	1.301	1.022	0.908	0.992	0.966	0.805	0.619	0.496	0.626	0.512	0.288	0.223	0.285	0.198	0.146	0.095	0.073	0.045	0.007	0.000	0.000
2.966	2.344	3.818	4.471	4.680	5.022	4.985	4.267	3.237	2.952	3.140	3.356	4.023	4.192	3.552	2.300	1.578	2.089	3.463	2.998	2.658	2.759	2.483	2.922	1.644	2.584	2.714	1.681	1.790	1.028	1.892	2.316	2.606	1.607	2.336	1.912	1.627	1.687	1.299	1.233	1.959	1.639	1.348	1.426	1.397	1.076	0.977	1.090	1.105	0.905	0.709	0.548	0.705	0.574	0.336	0.243	0.348	0.228	0.179	0.111	0.084	0.054	0.008	0.000	0.000
2.972	2.284	4.036	4.875	5.221	5.350	5.084	4.277	3.375	3.208	3.274	3.338	4.069	4.244	3.401	1.935	1.709	1.923	3.357	3.109	2.657	2.667	2.259	2.732	1.660	2.335	2.653	1.774	1.926	1.133	1.821	2.232	2.409	1.453	2.240	1.841	1.584	1.586	1.194	1.147	1.830	1.576	1.261	1.486	1.287	1.002	0.900	1.003	1.067	0.860	0.681	0.508	0.639	0.513	0.306	0.217	0.328	0.204	0.168	0.099	0.074	0.047	0.007	0.000	0.000
