time	11Hz	32Hz	54Hz	75Hz	97Hz	118Hz	140Hz	161Hz	183Hz	205Hz	226Hz	248Hz	269Hz	291Hz	312Hz	334Hz	366Hz	409Hz	452Hz	495Hz	538Hz	581Hz	624Hz	668Hz	732Hz	818Hz	904Hz	991Hz	1077Hz	1163Hz	1249Hz	1335Hz	1464Hz	1637Hz	1809Hz	1981Hz	2153Hz	2326Hz	2498Hz	2670Hz	2929Hz	3273Hz	3618Hz	3962Hz	4307Hz	4651Hz	4996Hz	5340Hz	5857Hz	6546Hz	7235Hz	7924Hz	8613Hz	9302Hz	9991Hz	10680Hz	11714Hz	13092Hz	14470Hz	15848Hz	17227Hz	18605Hz	19983Hz	21361Hz
1.532	2.810	4.592	5.201	4.835	3.800	3.926	4.076	3.315	2.975	3.326	2.868	2.435	2.482	2.787	3.008	3.315	3.999	3.735	3.398	3.653	3.066	3.018	2.109	1.608	2.584	2.374	1.745	1.418	1.025	1.633	1.345	1.777	1.615	1.218	1.049	1.524	1.265	1.497	1.294	1.120	1.215	1.168	1.040	0.985	1.020	1.399	1.136	0.985	1.272	1.086	0.972	0.860	0.887	0.911	0.603	0.815	0.678	0.492	0.242	0.139	0.129	0.029	0.000	0.000
1.538	3.318	4.627	5.186	4.865	4.003	4.059	4.104	3.288	3.004	3.452	2.933	1.924	1.741	2.387	2.942	3.193	3.659	3.543	3.309	3.613	3.155	2.965	1.679	1.420	2.085	2.194	1.637	1.260	0.872	1.398	1.251	1.617	1.357	0.810	0.807	1.386	1.190	1.294	1.160	1.068	1.100	0.997	0.943	0.881	0.820	1.125	1.062	0.837	1.094	0.893	0.828	0.744	0.811	0.725	0.544	0.686	0.580	0.411	0.208	0.127	0.097	0.027	0.000	0.000
1.544	3.348	4.655	5.085	4.766	4.007	4.056	4.133	3.306	3.090	3.547	3.046	1.938	1.721	2.297	2.623	2.715	3.032	3.217	2.886	3.382	3.141	3.013	1.988	1.584	2.074	2.283	1.387	1.024	0.784	1.147	1.030	1.416	1.170	0.816	0.853	1.306	1.155	1.085	1.002	0.998	0.945	0.806	0.810	0.852	0.704	0.842	0.962	0.726	0.845	0.705	0.709	0.670	0.739	0.549	0.483	0.542	0.471	0.361	0.178	0.106	0.061	0.024	0.000	0.000
1.549	3.642	4.648	4.835	4.494	3.856	3.959	4.186	3.467	3.300	3.637	3.037	1.921	2.039	2.144	2.182	2.362	2.558	2.789	2.300	3.158	3.183	3.039	2.252	1.539	2.263	2.282	1.207	0.980	0.781	1.012	1.009	1.377	1.136	0.986	1.009	1.288	1.144	0.940	0.831	0.864	0.869	0.818	0.704	0.756	0.658	0.632	0.826	0.642	0.659	0.541	0.597	0.586	0.651	0.416	0.408	0.464	0.354	0.325	0.145	0.085	0.035	0.018	0.000	0.000
1.555	3.720	4.601	4.398	3.902	3.893	4.078	4.184	3.561	3.463	3.682	3.025	2.010	2.107	1.718	2.102	2.541	2.571	2.790	2.477	3.076	3.176	2.894	2.239	1.294	2.406	2.194	1.141	0.993	0.898	1.036	1.073	1.364	1.112	1.182	1.076	1.289	1.077	0.835	0.747	0.835	0.920	0.817	0.634	0.624	0.579	0.471	0.671	0.569	0.522	0.432	0.480	0.496	0.554	0.322	0.317	0.410	0.286	0.273	0.122	0.069	0.020	0.012	0.000	0.000
1.561	3.717	4.633	4.416	3.843	3.855	4.122	4.178	3.500	3.448	3.665	3.071	2.265	2.096	1.761	2.135	2.597	2.497	2.646	2.230	2.789	2.960	2.539	2.137	1.505	2.383	1.957	1.153	0.870	0.926	1.196	1.051	1.294	1.054	1.322	1.038	1.248	0.931	0.829	0.809	0.927	0.985	0.743	0.610	0.520	0.491	0.404	0.559	0.547	0.407	0.361	0.363	0.418	0.458	0.295	0.274	0.355	0.250	0.221	0.111	0.056	0.010	0.007	0.000	0.000
1.567	3.700	4.750	4.847	4.324	3.732	4.075	4.171	3.469	3.395	3.565	2.942	2.250	2.116	1.661	2.044	2.504	2.614	2.696	2.026	2.333	2.535	2.143	2.080	1.873	2.182	1.581	1.098	0.707	0.959	1.298	0.997	1.188	0.952	1.301	0.953	1.161	0.769	0.829	0.879	0.964	1.021	0.624	0.625	0.431	0.463	0.354	0.503	0.510	0.305	0.334	0.300	0.338	0.377	0.278	0.234	0.293	0.211	0.187	0.094	0.045	0.004	0.003	0.000	0.000
1.573	3.673	4.852	5.100	4.576	3.667	4.042	4.181	3.475	3.311	3.451	2.708	1.934	1.953	1.579	2.092	2.370	2.634	2.771	2.173	2.512	2.352	1.955	1.935	2.017	1.944	1.433	0.986	0.542	1.116	1.265	0.801	1.125	0.856	1.152	0.857	1.025	0.812	0.842	0.931	1.024	1.049	0.614	0.636	0.443	0.493	0.330	0.462	0.496	0.263	0.320	0.260	0.260	0.320	0.239	0.178	0.240	0.179	0.168	0.077	0.034	0.002	0.001	0.000	0.000
1.578	3.650	4.880	5.192	4.726	3.786	4.063	4.207	3.446	3.204	3.417	2.680	1.661	1.423	1.775	2.442	2.442	2.620	2.672	2.125	2.692	2.202	1.646	1.778	1.936	1.764	1.311	0.914	0.530	1.103	1.139	0.608	1.118	0.785	0.983	0.770	0.871	0.814	0.816	0.923	1.043	1.033	0.627	0.604	0.485	0.514	0.313	0.431	0.434	0.250	0.282	0.210	0.195	0.288	0.181	0.130	0.208	0.145	0.158	0.065	0.025	0.000	0.000	0.000	0.000
1.584	3.646	4.800	5.135	4.750	3.944	4.128	4.201	3.495	3.258	3.406	2.694	1.486	1.249	1.849	2.578	2.702	2.604	2.531	2.034	2.622	1.883	1.635	1.723	1.571	1.807	1.389	0.983	0.828	1.028	0.988	0.507	0.993	0.763	0.865	0.705	0.725	0.694	0.763	0.858	1.014	0.901	0.616	0.529	0.466	0.450	0.263	0.392	0.340	0.245	0.240	0.161	0.161	0.284	0.133	0.107	0.196	0.111	0.148	0.058	0.021	0.000	0.000	0.000	0.000
1.590	3.649	4.594	4.903	4.659	3.961	4.104	4.210	3.467	3.231	3.383	2.552	1.197	1.366	1.799	2.509	2.831	2.536	2.458	2.114	2.410	1.802	1.759	1.857	1.357	1.976	1.576	0.980	1.013	0.921	0.809	0.428	0.827	0.801	0.771	0.687	0.746	0.534	0.669	0.651	0.902	0.709	0.549	0.456	0.377	0.356	0.235	0.314	0.241	0.231	0.192	0.135	0.133	0.273	0.088	0.085	0.180	0.089	0.137	0.050	0.019	0.000	0.000	0.000	0.000
1.596	3.665	4.200	4.458	4.497	3.971	4.084	4.211	3.484	3.225	3.357	2.459	0.547	1.227	1.486	2.315	2.753	2.537	2.440	2.090	2.198	2.111	1.862	1.974	1.439	1.995	1.611	1.002	1.010	0.806	0.608	0.337	0.701	0.908	0.697	0.655	0.823	0.539	0.605	0.412	0.668	0.576	0.461	0.437	0.282	0.296	0.254	0.244	0.195	0.217	0.147	0.119	0.101	0.242	0.056	0.067	0.157	0.076	0.123	0.040	0.015	0.000	0.000	0.000	0.000
1.602	3.635	3.998	4.219	4.397	3.917	4.094	4.215	3.511	3.235	3.343	2.545	0.924	1.096	1.424	2.372	2.613	2.597	2.489	1.994	2.310	2.346	2.023	1.894	1.476	1.913	1.477	1.022	0.999	0.752	0.556	0.243	0.598	0.917	0.672	0.609	0.948	0.632	0.545	0.340	0.481	0.556	0.380	0.408	0.272	0.316	0.258	0.204	0.195	0.220	0.125	0.117	0.082	0.208	0.039	0.060	0.137	0.064	0.108	0.031	0.012	0.000	0.000	0.000	0.000
1.607	3.714	4.401	4.665	4.490	3.919	4.122	4.220	3.458	3.130	3.324	2.573	1.334	1.014	1.706	2.589	2.709	2.755	2.642	2.007	2.444	2.415	2.067	1.607	1.288	1.777	1.246	1.008	1.084	0.821	0.729	0.317	0.701	0.825	0.691	0.478	1.014	0.686	0.532	0.354	0.458	0.619	0.336	0.379	0.286	0.354	0.242	0.200	0.209	0.213	0.125	0.106	0.081	0.186	0.032	0.056	0.113	0.053	0.097	0.025	0.010	0.000	0.000	0.000	0.000
1.613	3.602	4.641	4.920	4.586	3.860	4.111	4.207	3.452	3.149	3.266	2.501	1.521	1.430	2.032	2.705	2.785	2.826	2.612	1.792	2.377	2.323	1.971	1.741	0.916	1.751	1.213	0.881	1.054	0.858	0.881	0.405	0.780	0.727	0.678	0.401	1.032	0.745	0.541	0.375	0.467	0.600	0.337	0.374	0.280	0.345	0.233	0.201	0.224	0.197	0.142	0.093	0.087	0.174	0.031	0.062	0.105	0.046	0.089	0.023	0.010	0.000	0.000	0.000	0.000
1.619	3.804	4.672	4.956	4.597	3.859	4.099	4.187	3.450	3.160	3.259	2.515	1.746	1.752	2.108	2.681	2.675	2.670	2.378	1.469	2.161	2.167	1.880	2.071	0.813	1.624	1.135	0.623	0.841	0.845	0.925	0.427	0.906	0.711	0.575	0.402	0.976	0.779	0.553	0.405	0.446	0.504	0.342	0.368	0.263	0.317	0.262	0.203	0.238	0.190	0.162	0.082	0.085	0.172	0.037	0.089	0.108	0.047	0.083	0.023	0.010	0.000	0.000	0.000	0.000
1.625	3.749	4.530	4.765	4.523	3.883	4.078	4.178	3.400	3.103	3.290	2.687	1.998	1.755	1.905	2.521	2.429	2.306	2.101	1.657	2.000	2.216	2.466	2.294	1.067	1.499	0.994	0.308	0.528	0.715	0.918	0.353	0.958	0.658	0.450	0.448	0.897	0.753	0.595	0.406	0.432	0.458	0.335	0.348	0.238	0.268	0.290	0.190	0.256	0.203	0.173	0.081	0.077	0.163	0.042	0.109	0.116	0.046	0.075	0.023	0.010	0.000	0.000	0.000	0.000
1.631	3.766	4.180	4.340	4.369	3.905	4.091	4.162	3.408	3.120	3.247	2.693	2.095	1.585	1.300	2.186	2.517	2.272	1.708	1.718	2.325	2.724	2.852	2.316	1.182	1.503	0.957	0.395	0.547	0.715	0.857	0.356	0.956	0.558	0.473	0.437	0.856	0.682	0.596	0.438	0.467	0.494	0.329	0.359	0.241	0.246	0.286	0.169	0.237	0.219	0.174	0.077	0.075	0.147	0.042	0.109	0.121	0.041	0.063	0.022	0.011	0.000	0.000	0.000	0.000
1.637	3.821	4.005	4.167	4.310	3.904	4.094	4.157	3.384	3.076	3.172	2.539	2.107	1.794	1.221	1.884	2.504	2.551	1.902	1.989	2.706	3.047	2.968	2.142	1.234	1.444	0.985	0.509	0.730	0.810	0.754	0.473	0.941	0.560	0.558	0.383	0.885	0.686	0.555	0.527	0.549	0.504	0.325	0.377	0.261	0.236	0.248	0.146	0.190	0.215	0.176	0.076	0.071	0.128	0.039	0.087	0.118	0.039	0.051	0.021	0.010	0.000	0.000	0.000	0.000
1.642	3.589	4.360	4.577	4.404	3.854	4.072	4.144	3.356	3.052	3.182	2.610	2.187	1.879	1.558	1.987	2.250	2.598	2.285	2.320	2.829	3.054	2.857	1.895	1.236	1.217	0.847	0.571	0.797	0.962	0.823	0.511	0.879	0.629	0.575	0.319	0.847	0.710	0.519	0.563	0.622	0.502	0.337	0.370	0.265	0.217	0.190	0.123	0.157	0.191	0.181	0.070	0.062	0.115	0.038	0.056	0.109	0.041	0.046	0.021	0.010	0.000	0.000	0.000	0.000
1.648	3.689	4.481	4.784	4.489	3.841	4.062	4.116	3.370	3.063	3.197	2.753	2.259	1.751	1.633	1.969	1.690	2.460	2.428	2.394	2.650	2.757	2.543	1.927	1.079	0.898	0.648	0.566	0.741	0.953	0.870	0.426	0.728	0.690	0.587	0.351	0.809	0.670	0.469	0.519	0.658	0.535	0.346	0.366	0.242	0.201	0.168	0.117	0.145	0.169	0.182	0.062	0.058	0.102	0.038	0.041	0.100	0.041	0.044	0.021	0.009	0.000	0.000	0.000	0.000
1.654	3.613	4.403	4.749	4.509	3.828	4.025	4.097	3.311	3.000	3.110	2.636	2.303	1.827	1.640	1.759	1.560	2.396	2.325	2.172	2.131	2.224	2.147	1.821	0.804	0.878	0.628	0.534	0.710	1.061	0.833	0.347	0.647	0.688	0.625	0.419	0.730	0.585	0.361	0.454	0.642	0.552	0.329	0.369	0.215	0.198	0.174	0.122	0.158	0.173	0.170	0.057	0.063	0.082	0.039	0.037	0.091	0.040	0.042	0.021	0.009	0.000	0.000	0.000	0.000
1.660	3.370	4.085	4.493	4.448	3.849	4.013	4.072	3.295	2.965	2.997	2.486	2.329	2.064	1.727	1.409	1.578	2.266	2.088	1.702	1.882	2.149	2.026	1.550	0.770	0.890	0.506	0.527	0.815	1.148	0.756	0.296	0.867	0.642	0.606	0.455	0.664	0.582	0.254	0.440	0.569	0.500	0.289	0.340	0.190	0.216	0.189	0.134	0.160	0.168	0.144	0.055	0.069	0.066	0.043	0.036	0.078	0.036	0.038	0.019	0.008	0.000	0.000	0.000	0.000
1.666	3.467	3.335	4.023	4.386	3.846	3.982	4.066	3.284	2.883	3.056	2.662	2.365	2.035	1.737	1.615	1.659	1.939	1.913	1.707	2.120	2.071	2.005	1.567	1.116	0.871	0.481	0.563	0.882	1.117	0.683	0.320	1.070	0.541	0.559	0.438	0.582	0.674	0.258	0.410	0.512	0.452	0.243	0.308	0.167	0.234	0.202	0.124	0.151	0.154	0.118	0.053	0.073	0.061	0.047	0.037	0.063	0.034	0.033	0.018	0.007	0.000	0.000	0.000	0.000
1.671	3.258	3.748	4.283	4.385	3.816	3.937	4.052	3.257	2.819	3.069	2.717	2.353	1.797	1.630	1.945	1.727	1.537	1.704	1.645	2.176	2.004	2.197	1.909	1.218	1.062	0.649	0.530	0.816	0.916	0.657	0.346	1.197	0.498	0.543	0.397	0.475	0.698	0.254	0.368	0.492	0.460	0.233	0.300	0.158	0.235	0.202	0.112	0.130	0.137	0.102	0.052	0.075	0.061	0.050	0.039	0.053	0.038	0.032	0.019	0.007	0.000	0.000	0.000	0.000
1.677	3.024	3.977	4.520	4.422	3.766	3.905	4.026	3.289	2.869	2.959	2.536	2.282	1.854	1.770	2.033	1.687	1.395	1.376	1.638	2.305	1.990	2.292	2.110	1.161	1.283	0.771	0.489	0.710	0.645	0.735	0.416	1.302	0.546	0.523	0.342	0.434	0.645	0.231	0.370	0.521	0.471	0.261	0.326	0.161	0.203	0.181	0.114	0.128	0.132	0.094	0.055	0.072	0.057	0.055	0.044	0.051	0.044	0.034	0.019	0.008	0.000	0.000	0.000	0.000
1.683	3.039	3.938	4.552	4.466	3.762	3.852	4.019	3.235	2.777	2.970	2.549	2.309	1.857	1.768	2.023	1.479	1.280	1.355	1.667	2.422	1.846	2.342	2.363	1.363	1.531	0.801	0.585	0.784	0.572	0.818	0.442	1.250	0.613	0.496	0.309	0.423	0.590	0.223	0.349	0.483	0.453	0.274	0.337	0.172	0.182	0.156	0.125	0.141	0.136	0.091	0.059	0.067	0.055	0.062	0.047	0.048	0.045	0.036	0.018	0.009	0.000	0.000	0.000	0.000
1.689	2.715	3.681	4.420	4.456	3.778	3.842	4.005	3.268	2.799	3.049	2.802	2.463	1.919	1.724	1.904	1.580	1.490	1.275	1.925	2.552	1.834	2.468	2.458	1.322	1.731	0.959	0.650	0.771	0.526	0.816	0.453	1.049	0.702	0.515	0.250	0.446	0.628	0.305	0.289	0.370	0.415	0.279	0.328	0.202	0.202	0.217	0.149	0.182	0.155	0.097	0.067	0.077	0.096	0.066	0.052	0.068	0.048	0.039	0.019	0.011	0.002	0.000	0.000	0.000
1.695	2.500	3.272	4.243	4.413	3.789	3.853	3.995	3.280	2.781	3.003	2.793	2.553	2.196	1.819	1.553	1.643	1.708	1.361	2.142	2.688	1.954	2.626	2.406	1.082	1.821	1.097	0.686	0.787	0.400	0.856	0.488	0.905	0.727	0.649	0.358	0.618	0.667	0.381	0.284	0.300	0.530	0.411	0.354	0.263	0.251	0.380	0.231	0.231	0.252	0.162	0.118	0.135	0.297	0.100	0.088	0.191	0.084	0.078	0.032	0.013	0.009	0.000	0.000	0.000
1.700	2.438	3.279	4.251	4.392	3.757	3.801	3.985	3.161	2.607	2.863	2.534	2.538	2.251	1.752	1.365	1.620	1.941	1.707	2.131	2.762	2.266	2.663	2.294	0.967	1.771	1.203	0.701	0.862	0.352	0.910	0.633	1.072	0.780	0.775	0.531	0.848	0.876	0.429	0.465	0.351	0.712	0.653	0.440	0.483	0.443	0.567	0.356	0.308	0.423	0.276	0.223	0.216	0.510	0.172	0.148	0.341	0.138	0.129	0.051	0.015	0.017	0.000	0.000	0.000
1.706	1.897	3.381	4.319	4.370	3.721	3.788	3.945	3.224	2.731	2.863	2.627	2.536	2.053	1.566	1.589	1.590	2.039	1.877	1.899	2.791	2.478	2.467	2.111	1.114	1.642	1.138	0.632	0.901	0.455	0.921	0.749	1.259	0.867	0.829	0.629	0.992	1.017	0.473	0.630	0.449	0.787	0.857	0.514	0.722	0.719	0.687	0.473	0.465	0.568	0.405	0.324	0.283	0.640	0.248	0.212	0.439	0.172	0.159	0.063	0.017	0.022	0.000	0.000	0.000
1.712	1.664	3.333	4.310	4.360	3.715	3.762	3.910	3.176	2.675	2.951	2.825	2.601	1.994	1.507	1.639	1.460	2.040	1.831	1.743	2.818	2.519	2.031	1.667	0.999	1.452	0.912	0.588	0.891	0.505	0.824	0.796	1.247	0.932	0.825	0.626	0.982	1.004	0.541	0.695	0.599	0.800	0.948	0.536	0.838	0.893	0.823	0.550	0.588	0.629	0.499	0.387	0.321	0.651	0.294	0.247	0.455	0.168	0.152	0.061	0.017	0.022	0.000	0.000	0.000
1.718	1.659	3.206	4.243	4.337	3.660	3.699	3.881	3.100	2.587	2.863	2.743	2.646	2.152	1.484	1.474	1.591	2.054	1.565	1.774	2.734	2.690	2.179	1.074	0.746	1.287	0.696	0.512	0.870	0.528	0.672	0.724	1.077	0.970	0.759	0.591	0.869	0.861	0.594	0.653	0.713	0.740	0.897	0.504	0.819	0.928	0.898	0.569	0.608	0.625	0.523	0.397	0.321	0.553	0.295	0.235	0.395	0.132	0.113	0.047	0.015	0.017	0.000	0.000	0.000
1.724	1.362	3.102	4.194	4.291	3.652	3.702	3.847	3.141	2.610	2.612	2.474	2.641	2.126	1.152	1.222	1.716	2.028	1.325	1.989	2.640	2.791	2.496	1.429	0.778	1.163	0.749	0.478	0.761	0.509	0.674	0.556	0.866	0.938	0.699	0.635	0.845	0.723	0.561	0.596	0.747	0.748	0.765	0.488	0.712	0.860	0.865	0.524	0.542	0.568	0.477	0.359	0.284	0.406	0.257	0.183	0.304	0.091	0.067	0.032	0.013	0.011	0.000	0.000	0.000
1.729	0.940	3.071	4.171	4.260	3.615	3.645	3.823	3.028	2.383	2.674	2.592	2.654	2.093	0.941	1.019	1.679	1.916	1.197	2.130	3.035	3.227	2.529	1.530	0.857	1.258	1.020	0.536	0.545	0.511	0.777	0.483	0.651	0.836	0.721	0.650	0.817	0.565	0.448	0.518	0.714	0.742	0.689	0.495	0.593	0.777	0.771	0.418	0.461	0.486	0.393	0.288	0.235	0.293	0.197	0.126	0.217	0.069	0.043	0.025	0.014	0.005	0.000	0.000	0.000
1.735	1.048	3.062	4.140	4.211	3.535	3.585	3.770	3.026	2.404	2.708	2.742	2.689	2.134	1.096	1.170	1.581	1.733	1.177	2.091	3.130	3.396	2.313	1.362	0.830	1.312	1.102	0.545	0.563	0.463	0.805	0.472	0.661	0.806	0.742	0.632	0.799	0.420	0.387	0.489	0.622	0.664	0.581	0.505	0.549	0.753	0.647	0.356	0.423	0.390	0.319	0.221	0.207	0.220	0.142	0.092	0.151	0.059	0.037	0.025	0.015	0.002	0.000	0.000	0.000
1.741	0.979	3.006	4.081	4.161	3.530	3.564	3.702	3.006	2.437	2.539	2.579	2.677	2.075	1.048	1.412	1.381	1.658	1.604	1.883	2.947	3.415	2.160	1.022	0.930	1.197	1.009	0.616	0.851	0.651	0.727	0.449	0.819	0.755	0.738	0.533	0.732	0.411	0.399	0.434	0.587	0.610	0.477	0.486	0.502	0.733	0.509	0.353	0.391	0.304	0.273	0.190	0.192	0.198	0.102	0.078	0.116	0.054	0.037	0.024	0.016	0.001	0.000	0.000	0.000
1.747	0.852	2.922	4.014	4.114	3.447	3.466	3.642	2.828	2.229	2.309	2.299	2.641	2.136	1.160	1.369	1.411	1.874	1.855	1.623	2.559	3.374	2.511	1.242	0.946	0.946	0.807	0.720	1.035	0.815	0.600	0.439	0.994	0.777	0.819	0.405	0.649	0.448	0.386	0.354	0.646	0.603	0.420	0.423	0.418	0.675	0.429	0.325	0.359	0.270	0.237	0.163	0.163	0.170	0.083	0.073	0.088	0.051	0.033	0.021	0.015	0.000	0.000	0.000	0.000
1.753	0.590	2.833	3.960	4.042	3.396	3.426	3.573	2.852	2.178	2.368	2.521	2.642	2.226	1.266	1.073	1.440	2.057	1.897	1.463	2.303	3.334	2.684	1.367	1.058	0.796	0.631	0.710	1.045	0.897	0.477	0.470	1.051	0.792	0.813	0.344	0.580	0.497	0.333	0.317	0.704	0.572	0.366	0.350	0.348	0.599	0.361	0.279	0.308	0.274	0.219	0.135	0.128	0.139	0.069	0.064	0.068	0.046	0.030	0.018	0.012	0.000	0.000	0.000	0.000
1.758	0.429	2.809	3.894	3.974	3.364	3.360	3.505	2.794	1.991	2.319	2.584	2.605	2.140	1.414	1.317	1.299	2.035	1.811	1.170	2.332	3.250	2.619	1.483	1.281	0.839	0.577	0.609	0.883	0.821	0.305	0.482	1.062	0.755	0.706	0.309	0.520	0.548	0.231	0.389	0.705	0.536	0.309	0.357	0.315	0.498	0.338	0.251	0.266	0.260	0.186	0.119	0.106	0.117	0.057	0.052	0.055	0.039	0.029	0.018	0.011	0.000	0.000	0.000	0.000
1.764	0.554	2.748	3.809	3.881	3.186	3.197	3.402	2.582	1.713	2.023	2.352	2.526	1.968	1.585	1.818	1.588	2.020	1.746	1.331	2.416	2.975	2.422	1.796	1.465	0.991	0.561	0.501	0.737	0.757	0.321	0.440	0.966	0.669	0.593	0.354	0.527	0.557	0.137	0.452	0.666	0.534	0.348	0.401	0.327	0.452	0.315	0.225	0.221	0.227	0.157	0.108	0.091	0.097	0.051	0.041	0.049	0.036	0.027	0.018	0.011	0.000	0.000	0.000	0.000
1.770	0.501	2.644	3.702	3.772	3.146	3.120	3.241	2.565	1.834	1.594	2.098	2.523	2.109	1.803	1.979	1.997	2.085	1.588	1.458	2.350	2.565	2.175	1.974	1.507	1.129	0.546	0.406	0.814	0.844	0.509	0.350	0.747	0.612	0.510	0.374	0.555	0.542	0.106	0.426	0.638	0.516	0.395	0.411	0.358	0.428	0.300	0.198	0.204	0.212	0.156	0.088	0.074	0.078	0.046	0.038	0.049	0.037	0.025	0.018	0.010	0.000	0.000	0.000	0.000
1.776	0.784	2.534	3.574	3.660	3.036	2.962	3.076	2.367	1.642	1.831	2.322	2.596	2.249	1.788	1.910	2.038	2.096	1.495	1.568	2.531	2.685	2.081	1.893	1.286	1.199	0.540	0.458	0.936	0.869	0.614	0.353	0.524	0.580	0.472	0.350	0.582	0.620	0.128	0.337	0.513	0.501	0.436	0.366	0.386	0.398	0.317	0.178	0.224	0.202	0.161	0.078	0.064	0.068	0.042	0.038	0.048	0.038	0.026	0.019	0.010	0.000	0.000	0.000	0.000
1.782	0.612	2.421	3.433	3.501	2.775	2.729	2.918	2.116	1.198	1.726	2.359	2.617	2.176	1.498	1.706	1.726	2.095	1.634	1.634	2.588	2.934	2.252	1.733	0.970	1.247	0.534	0.552	0.938	0.730	0.606	0.462	0.540	0.559	0.502	0.363	0.606	0.667	0.139	0.252	0.402	0.588	0.411	0.356	0.377	0.354	0.364	0.175	0.231	0.187	0.157	0.083	0.059	0.064	0.040	0.038	0.047	0.036	0.028	0.020	0.011	0.000	0.000	0.000	0.000
1.787	0.654	2.263	3.265	3.346	2.744	2.651	2.769	2.127	1.114	1.260	2.191	2.539	1.991	1.052	1.328	1.156	2.056	1.792	1.599	2.389	2.998	2.632	1.664	1.082	1.273	0.608	0.647	0.832	0.470	0.493	0.496	0.578	0.514	0.517	0.411	0.608	0.613	0.149	0.251	0.449	0.729	0.338	0.395	0.346	0.344	0.359	0.200	0.207	0.167	0.145	0.086	0.052	0.059	0.041	0.035	0.045	0.035	0.029	0.020	0.010	0.000	0.000	0.000	0.000
1.793	0.489	2.079	3.089	3.178	2.516	2.424	2.617	1.973	0.866	0.878	2.014	2.418	1.861	0.996	1.070	1.202	2.148	1.890	1.491	2.054	2.891	2.868	1.807	1.153	1.196	0.615	0.665	0.748	0.459	0.536	0.444	0.642	0.461	0.531	0.425	0.563	0.531	0.164	0.302	0.527	0.787	0.268	0.410	0.302	0.348	0.339	0.214	0.183	0.142	0.135	0.087	0.045	0.053	0.040	0.033	0.039	0.036	0.029	0.019	0.009	0.000	0.000	0.000	0.000
1.799	0.484	1.931	2.913	2.979	2.300	2.209	2.393	1.736	0.695	0.933	1.981	2.343	1.736	0.797	0.941	1.185	2.065	1.851	1.314	1.898	2.665	2.940	2.112	0.989	0.993	0.593	0.678	0.676	0.575	0.569	0.339	0.819	0.473	0.544	0.401	0.509	0.565	0.183	0.341	0.557	0.742	0.295	0.383	0.266	0.335	0.381	0.220	0.152	0.135	0.137	0.091	0.047	0.048	0.036	0.034	0.032	0.035	0.026	0.019	0.009	0.000	0.000	0.000	0.000
1.805	0.481	1.786	2.716	2.800	2.235	2.088	2.133	1.623	1.262	1.600	2.069	2.266	1.976	1.505	1.632	1.852	1.940	1.780	1.295	1.744	2.223	2.837	2.332	0.758	0.900	0.653	0.631	0.882	0.781	0.721	0.441	0.950	0.518	0.512	0.363	0.518	0.656	0.250	0.352	0.554	0.646	0.328	0.373	0.232	0.330	0.403	0.218	0.143	0.140	0.142	0.092	0.055	0.054	0.038	0.059	0.034	0.034	0.026	0.019	0.010	0.000	0.000	0.000	0.000
1.811	0.690	1.559	2.511	2.584	1.771	1.753	1.964	1.297	1.527	2.344	2.576	2.507	2.725	2.928	2.949	2.780	2.184	1.522	1.597	1.494	1.604	2.614	2.487	1.061	1.100	0.941	0.767	1.374	1.141	0.970	0.721	0.995	0.665	0.533	0.328	0.543	0.702	0.305	0.330	0.566	0.571	0.370	0.388	0.219	0.321	0.365	0.209	0.151	0.151	0.139	0.089	0.075	0.084	0.057	0.139	0.067	0.040	0.043	0.021	0.010	0.000	0.000	0.000	0.000
1.816	0.836	1.326	2.363	2.687	2.280	2.369	2.291	1.889	2.409	2.983	3.162	3.113	3.324	3.584	3.697	3.603	3.082	2.401	2.061	1.561	2.091	2.582	2.506	1.992	1.834	1.544	1.329	1.726	1.552	1.182	1.068	1.125	0.828	0.798	0.380	0.572	0.670	0.407	0.336	0.631	0.582	0.413	0.408	0.233	0.294	0.279	0.211	0.157	0.156	0.119	0.088	0.106	0.124	0.079	0.219	0.100	0.047	0.067	0.028	0.012	0.000	0.000	0.000	0.000
1.822	1.943	2.321	2.966	3.387	3.353	3.188	2.927	2.674	2.977	3.344	3.480	3.424	3.510	3.862	4.067	3.994	3.696	3.210	2.454	1.984	2.586	2.817	2.466	2.542	2.254	1.974	1.815	1.865	1.840	1.335	1.514	1.476	1.009	1.145	0.626	0.775	0.684	0.634	0.423	0.726	0.657	0.514	0.462	0.255	0.270	0.235	0.231	0.175	0.164	0.104	0.097	0.121	0.149	0.087	0.253	0.111	0.048	0.081	0.032	0.013	0.000	0.000	0.000	0.000
1.828	1.981	3.020	3.660	4.016	3.998	3.620	3.032	2.976	3.353	3.415	3.468	3.521	3.390	3.885	4.203	4.010	3.959	3.604	2.566	2.229	2.786	2.937	2.634	2.793	2.342	2.166	2.068	1.933	1.996	1.434	1.757	1.683	1.145	1.362	0.857	0.958	0.763	0.849	0.580	0.800	0.717	0.635	0.559	0.285	0.275	0.259	0.255	0.199	0.177	0.104	0.104	0.111	0.144	0.075	0.227	0.098	0.045	0.079	0.034	0.013	0.000	0.000	0.000	0.000
